ID,Task,Number,STAI_Total,Fatigue,Stress,Mental_Demand,Physical_Demand,Frustration,NASA_Total,PSS,NARS_S1,NARS_S2,NARS_S3,Age,Sex,Experience
9.0,MANUAL,12,30.0,2.0,9.0,1.0,1.0,1.0,14,15,12,13,10,41.0,1,1.0
9.0,MANUAL,13,30.0,3.0,11.0,1.0,1.0,1.0,20,15,12,13,10,41.0,1,1.0
9.0,COBOT,0,30.0,2.0,8.0,1.0,1.0,1.0,13,15,12,13,10,41.0,1,1.0
9.0,COBOT,1,32.0,3.0,10.0,1.0,1.0,1.0,5,15,12,13,10,41.0,1,1.0
9.0,COBOT,2,33.0,3.0,10.0,1.0,1.0,2.0,17,15,12,13,10,41.0,1,1.0
9.0,COBOT,3,35.0,2.0,9.0,1.0,1.0,1.0,10,15,12,13,10,41.0,1,1.0
9.0,COBOT,4,32.0,2.0,10.0,1.0,1.0,1.0,8,15,12,13,10,41.0,1,1.0
9.0,COBOT,5,36.0,2.0,10.0,1.0,1.0,2.0,23,15,12,13,10,41.0,1,1.0
9.0,COBOT,6,38.0,2.0,10.0,1.0,1.0,2.0,22,15,12,13,10,41.0,1,1.0
9.0,COBOT,7,38.0,3.0,11.0,1.0,2.0,1.0,23,15,12,13,10,41.0,1,1.0
9.0,COBOT,8,35.0,2.0,10.0,1.0,2.0,2.0,18,15,12,13,10,41.0,1,1.0
9.0,COBOT,9,34.0,2.0,11.0,1.0,1.0,2.0,12,15,12,13,10,41.0,1,1.0
9.0,COBOT,10,34.0,2.0,10.0,1.0,1.0,1.0,15,15,12,13,10,41.0,1,1.0
9.0,COBOT,11,29.0,2.0,8.0,1.0,1.0,2.0,11,15,12,13,10,41.0,1,1.0
9.0,COBOT,12,32.0,2.0,9.0,1.0,1.0,2.0,16,15,12,13,10,41.0,1,1.0
9.0,COBOT,13,36.0,3.0,10.0,1.0,3.0,1.0,18,15,12,13,10,41.0,1,1.0
9.0,COBOT,14,26.0,2.0,7.0,1.0,1.0,1.0,4,15,12,13,10,41.0,1,1.0
9.0,STROOP,0,36.0,2.0,9.0,2.0,2.0,2.0,31,15,12,13,10,41.0,1,1.0
9.0,STROOP,1,47.0,2.0,11.0,5.0,2.0,4.0,71,15,12,13,10,41.0,1,1.0
9.0,STROOP,2,28.0,2.0,8.0,3.0,1.0,1.0,21,15,12,13,10,41.0,1,1.0
9.0,STROOP,3,29.0,2.0,8.0,2.0,1.0,1.0,13,15,12,13,10,41.0,1,1.0
3.0,MANUAL,0,35.0,3.0,12.0,1.0,5.0,7.0,71,9,6,7,14,41.0,0,2.0
3.0,MANUAL,1,29.0,3.0,10.0,1.0,6.0,2.0,74,9,6,7,14,41.0,0,2.0
3.0,MANUAL,2,30.0,4.0,10.0,3.0,7.0,1.0,75,9,6,7,14,41.0,0,2.0
3.0,MANUAL,3,33.0,4.0,9.0,2.0,6.0,1.0,72,9,6,7,14,41.0,0,2.0
3.0,MANUAL,4,33.0,3.0,9.0,2.0,6.0,3.0,71,9,6,7,14,41.0,0,2.0
3.0,MANUAL,5,31.0,3.0,9.0,2.0,6.0,1.0,82,9,6,7,14,41.0,0,2.0
3.0,MANUAL,6,34.0,4.0,10.0,2.0,6.0,1.0,61,9,6,7,14,41.0,0,2.0
3.0,MANUAL,7,32.0,3.0,9.0,2.0,6.0,1.0,77,9,6,7,14,41.0,0,2.0
3.0,MANUAL,8,33.0,3.0,9.0,2.0,6.0,1.0,74,9,6,7,14,41.0,0,2.0
3.0,MANUAL,9,32.0,4.0,10.0,2.0,6.0,1.0,77,9,6,7,14,41.0,0,2.0
3.0,MANUAL,10,31.0,3.0,9.0,2.0,6.0,1.0,73,9,6,7,14,41.0,0,2.0
3.0,MANUAL,11,32.0,3.0,9.0,2.0,6.0,1.0,75,9,6,7,14,41.0,0,2.0
3.0,MANUAL,12,33.0,4.0,10.0,2.0,6.0,1.0,75,9,6,7,14,41.0,0,2.0
3.0,MANUAL,13,33.0,4.0,10.0,2.0,6.0,1.0,72,9,6,7,14,41.0,0,2.0
3.0,COBOT,0,23.0,1.0,6.0,1.0,1.0,1.0,20,9,6,7,14,41.0,0,2.0
3.0,COBOT,1,24.0,1.0,6.0,1.0,2.0,1.0,24,9,6,7,14,41.0,0,2.0
3.0,COBOT,2,27.0,1.0,6.0,1.0,2.0,1.0,21,9,6,7,14,41.0,0,2.0
3.0,COBOT,3,23.0,1.0,6.0,1.0,2.0,1.0,18,9,6,7,14,41.0,0,2.0
3.0,COBOT,4,23.0,1.0,6.0,1.0,2.0,1.0,18,9,6,7,14,41.0,0,2.0
3.0,COBOT,5,23.0,1.0,6.0,1.0,2.0,1.0,18,9,6,7,14,41.0,0,2.0
3.0,COBOT,6,22.0,1.0,6.0,1.0,2.0,1.0,17,9,6,7,14,41.0,0,2.0
3.0,COBOT,7,22.0,1.0,6.0,1.0,2.0,1.0,22,9,6,7,14,41.0,0,2.0
3.0,COBOT,8,23.0,1.0,6.0,1.0,2.0,1.0,18,9,6,7,14,41.0,0,2.0
3.0,COBOT,9,23.0,1.0,6.0,1.0,2.0,1.0,22,9,6,7,14,41.0,0,2.0
3.0,COBOT,10,23.0,1.0,6.0,1.0,2.0,1.0,24,9,6,7,14,41.0,0,2.0
3.0,COBOT,11,23.0,1.0,6.0,1.0,2.0,1.0,24,9,6,7,14,41.0,0,2.0
3.0,COBOT,12,23.0,1.0,6.0,1.0,2.0,1.0,24,9,6,7,14,41.0,0,2.0
3.0,COBOT,13,26.0,1.0,9.0,1.0,2.0,1.0,30,9,6,7,14,41.0,0,2.0
3.0,STROOP,0,25.0,1.0,6.0,4.0,1.0,3.0,54,9,6,7,14,41.0,0,2.0
3.0,STROOP,1,25.0,1.0,6.0,6.0,3.0,5.0,70,9,6,7,14,41.0,0,2.0
3.0,STROOP,2,27.0,1.0,6.0,4.0,1.0,2.0,47,9,6,7,14,41.0,0,2.0
3.0,STROOP,3,23.0,1.0,6.0,4.0,1.0,2.0,40,9,6,7,14,41.0,0,2.0
1.0,MANUAL,0,27.0,1.0,7.0,2.0,2.0,1.0,17,12,16,14,11,26.0,1,1.0
1.0,MANUAL,1,27.0,1.0,6.0,1.0,1.0,1.0,4,12,16,14,11,26.0,1,1.0
1.0,MANUAL,2,38.0,1.0,9.0,1.0,1.0,1.0,5,12,16,14,11,26.0,1,1.0
1.0,MANUAL,3,43.0,2.0,13.0,3.0,3.0,5.0,44,12,16,14,11,26.0,1,1.0
1.0,MANUAL,4,47.0,2.0,14.0,2.0,2.0,5.0,45,12,16,14,11,26.0,1,1.0
1.0,MANUAL,5,47.0,2.0,12.0,3.0,3.0,5.0,51,12,16,14,11,26.0,1,1.0
1.0,MANUAL,6,50.0,3.0,15.0,3.0,3.0,5.0,47,12,16,14,11,26.0,1,1.0
1.0,MANUAL,7,61.0,3.0,20.0,4.0,3.0,6.0,64,12,16,14,11,26.0,1,1.0
1.0,MANUAL,8,65.0,4.0,21.0,3.0,3.0,7.0,53,12,16,14,11,26.0,1,1.0
1.0,MANUAL,9,63.0,4.0,21.0,5.0,3.0,7.0,64,12,16,14,11,26.0,1,1.0
1.0,COBOT,0,56.0,1.0,16.0,2.0,4.0,4.0,53,12,16,14,11,26.0,1,1.0
1.0,COBOT,1,59.0,2.0,18.0,2.0,4.0,3.0,48,12,16,14,11,26.0,1,1.0
1.0,COBOT,2,57.0,2.0,14.0,2.0,3.0,3.0,51,12,16,14,11,26.0,1,1.0
1.0,COBOT,3,60.0,2.0,17.0,2.0,4.0,4.0,53,12,16,14,11,26.0,1,1.0
1.0,COBOT,4,60.0,2.0,16.0,3.0,4.0,5.0,60,12,16,14,11,26.0,1,1.0
1.0,COBOT,5,67.0,4.0,23.0,3.0,3.0,5.0,53,12,16,14,11,26.0,1,1.0
1.0,COBOT,6,63.0,2.0,19.0,3.0,4.0,5.0,56,12,16,14,11,26.0,1,1.0
1.0,COBOT,7,61.0,2.0,18.0,3.0,4.0,6.0,62,12,16,14,11,26.0,1,1.0
1.0,COBOT,8,59.0,3.0,15.0,3.0,4.0,6.0,63,12,16,14,11,26.0,1,1.0
1.0,COBOT,9,58.0,3.0,15.0,3.0,5.0,6.0,63,12,16,14,11,26.0,1,1.0
1.0,COBOT,10,59.0,3.0,17.0,3.0,5.0,6.0,63,12,16,14,11,26.0,1,1.0
1.0,COBOT,11,61.0,4.0,19.0,3.0,5.0,6.0,63,12,16,14,11,26.0,1,1.0
1.0,COBOT,12,61.0,4.0,19.0,3.0,5.0,6.0,63,12,16,14,11,26.0,1,1.0
1.0,COBOT,13,61.0,4.0,19.0,3.0,5.0,6.0,63,12,16,14,11,26.0,1,1.0
1.0,COBOT,14,61.0,4.0,19.0,3.0,5.0,6.0,63,12,16,14,11,26.0,1,1.0
