0,1,2
10.786611,5.4984393,12.878301
3.8639476,5.13608,17.026146
4.193481,2.913562,15.495517
10.587949,6.4057555,11.608087
4.424474,2.0230348,16.871267
2.0559032,1.94786,15.281045
8.284847,5.5477915,9.709355
7.4851856,4.7522316,9.087829
-1.3939711,2.0076706,13.902408
3.5921078,1.8109542,16.096556
9.378399,7.1978054,10.102685
10.397893,5.6434736,12.895791
7.645423,4.968679,9.143413
11.505597,5.7234817,10.253676
8.505567,5.4988375,9.611295
3.5181308,2.453894,16.13187
4.1550703,5.6928306,17.125517
3.6699705,2.8192618,12.285498
1.025806,2.01233,15.768972
3.482505,2.6225817,14.620148
2.5611882,1.6225294,15.985485
4.897876,4.880703,16.916672
7.5639443,4.7893963,9.119223
2.5778491,1.6767808,16.024271
9.863269,5.379719,10.988919
9.397769,5.03706,10.657981
11.496175,5.4570284,10.08564
6.62422,2.6350272,10.235459
-2.4000113,0.13763784,14.928824
8.074952,6.79157,9.714703
-1.2680309,2.029367,13.976868
0.76644844,1.5137124,15.666206
7.797106,6.9236984,9.893338
1.6426803,1.369314,14.787581
10.69927,4.273586,8.765217
3.737774,3.8557982,17.008383
4.152304,2.9509108,15.368787
-1.2186697,1.9544644,14.029876
0.013165722,1.8244022,14.797537
7.547325,4.816625,15.038983
-1.3644682,0.08344302,14.339753
4.373192,2.3350801,12.06726
7.7059603,4.877,14.530441
1.8367046,1.8070933,16.067875
4.509825,4.392385,16.958426
4.6479964,4.584491,16.963303
4.1719127,5.5516024,17.049616
11.213891,5.0727425,9.827429
-0.25573877,0.77283305,14.131955
7.657367,5.0066037,9.101768
-2.516686,0.12546696,14.909961
1.5358667,2.051569,15.597908
-0.6832938,1.3302301,15.437027
2.006671,1.7444565,16.135538
1.1612794,1.7350397,14.981971
9.502798,4.947126,13.825149
9.082992,4.9583178,10.475093
4.210922,4.7287784,17.1141
-2.3944795,0.022772288,14.948743
4.1929345,5.5829644,17.053066
7.2154326,4.6992073,9.230064
7.45834,6.5209446,9.652509
4.288559,4.5590243,17.108656
7.4721503,4.839887,14.833147
4.1310544,1.4188348,16.565805
10.395346,5.8449535,12.68654
4.015025,4.09071,16.986322
2.586781,1.6707445,15.933333
6.993441,2.7248256,9.882515
9.860589,5.2407293,13.481396
7.4228454,4.7130146,9.066763
6.794488,4.779966,15.228571
9.863435,5.3646064,13.391515
3.3103552,4.779092,16.988932
6.9997225,4.767544,14.964231
4.3896117,2.220812,15.993962
10.75951,5.9316306,11.002571
6.7185793,4.790599,15.223978
0.61623025,0.53064656,15.271211
3.845715,2.9076939,11.789232
3.9608722,1.8028438,16.584421
10.460852,5.8529754,12.702421
10.781738,4.667367,9.224958
4.8705444,5.103251,16.929852
9.161309,5.4042253,13.814664
-1.4112748,-0.59124166,14.9625025
6.226041,4.8382154,15.830147
1.203357,1.7596922,15.009011
5.1125445,5.289313,16.826717
9.923311,4.9866734,13.520516
-1.6691273,0.12886591,14.498654
4.024119,2.8606355,16.82423
11.56523,5.7353463,10.253136
0.72826415,0.54599047,15.260023
9.509903,5.233732,10.738079
3.469674,2.6109445,14.639136
10.683316,6.4961715,11.624899
6.5004063,1.5188233,7.20209
3.976352,3.9858332,17.008858
9.639106,4.0376263,8.462684
-2.4804327,-0.071594365,14.9751835
9.4198265,3.9239109,8.292565
7.518958,3.1372464,9.744074
7.656547,4.985867,9.122702
9.578532,4.7609076,13.726711
5.169065,1.9382579,8.281227
7.4785466,6.6698484,9.757478
3.3836226,4.936603,16.97481
-1.780722,-0.265459,14.894795
10.773876,5.8695984,12.464601
6.908382,4.8962436,15.451734
3.5801945,2.3580275,12.253301
9.285554,5.388097,13.751353
-1.4361193,-0.5836835,14.979343
3.2796147,4.747257,17.035295
7.976103,6.9622583,10.013766
6.0699544,4.936433,16.015356
10.739003,4.3535514,8.84666
3.6032221,2.4464355,12.115049
4.145099,3.2395513,16.8706
3.932658,3.1438556,16.831589
3.8949165,1.8810195,16.158253
3.6090336,2.3794966,12.300363
9.017688,7.06899,9.97131
11.518846,5.532256,10.143619
10.726217,7.02867,10.520963
11.517227,5.77195,10.297636
10.521307,5.854322,12.659948
7.0212445,2.7621796,9.842493
8.1022005,6.7701697,9.699647
4.938623,5.336459,16.914051
9.229172,5.0375195,10.567538
4.2273364,2.9724731,15.555705
4.320043,2.3068576,12.129311
1.940927,2.1374943,15.301838
4.07466,5.7050433,17.015299
8.477657,5.5081105,9.647859
4.7684197,5.169064,16.97607
-1.1186975,0.39465404,15.163051
1.9221442,1.7358314,16.059958
3.571787,2.651842,12.481143
6.7425227,4.8397593,15.527888
4.1174073,1.5604402,16.065853
9.638189,5.2692914,10.820652
7.986752,6.935852,9.939334
9.580277,4.7779946,13.730726
9.08044,4.98119,10.477709
7.023655,2.035804,7.3836126
7.372207,4.7960143,15.123719
3.7183857,2.6700485,14.743663
10.361818,4.454725,8.915277
2.2385597,2.3470032,15.907114
3.973392,3.0790362,11.602239
9.798993,5.398014,13.424527
10.54415,7.0843697,10.458902
4.8672557,3.964194,16.66859
8.269215,6.9705873,9.955354
2.8355207,2.1449678,15.316443
10.7299385,5.5365725,12.865956
8.025479,6.8458877,9.772083
2.6550155,1.9901756,15.682427
5.168003,1.9370388,8.27805
9.357488,3.8127804,8.442239
1.9901063,1.7437437,16.14804
3.7722492,5.5818863,16.958096
5.246009,4.855569,16.687508
5.2583885,4.691666,16.639795
9.565324,4.9158845,13.8221035
1.963693,2.0386245,15.329152
4.298947,5.5547857,17.032408
4.132538,4.1836977,17.00849
-1.1336632,-0.47177267,14.993392
4.2290297,1.4131855,16.057165
7.3874807,4.830668,15.204937
6.6799803,1.722324,7.2226005
-1.4325227,-0.64747185,14.922572
9.373657,6.911935,9.934235
1.4276971,2.1070657,15.42954
4.7221704,4.7417727,16.973
1.0292612,1.9640471,15.739231
4.2634234,2.823092,16.78434
-1.7696519e-05,1.805297,14.821622
3.983688,3.1221914,11.530784
3.9592118,5.688825,16.977098
7.4017835,4.69878,9.055381
-1.4524543,0.03293778,15.060546
-0.5290642,1.4391948,15.454757
8.371927,4.4535236,9.293944
4.208927,3.4811306,15.238803
9.108259,4.980636,13.932559
10.015094,3.9049985,8.379892
8.361522,4.5002923,9.337198
3.5774665,2.6609972,12.474511
2.653319,1.7554377,15.784276
9.880015,5.115679,13.4514675
4.793285,3.965222,16.719292
11.184533,6.222733,11.040481
