rmse,mav,var,energy,mnf,mdf,zc,fr,mav_arr_0,mav_arr_1,mav_arr_2,mav_arr_3,std_0,std_1,std_2,std_3
0.3048901781928229,0.22283719254164694,0.09296111946243336,2788.7406227535384,208.785230034942,416.5333333333333,10231.0,1.504044741429527,0.06976484570310851,0.38029792751149516,0.30625771902908855,0.1283818357705077,0.11733166640567368,0.6280834445584963,0.5203881699933094,0.2159631609116916
0.5703661805579934,0.3995443254033858,0.32532842420512037,9759.527397729405,199.25020445268964,425.73333333333335,9528.0,1.5505308411023537,0.12829212799524595,0.7196026021810075,0.546872244454535,0.20328515631486233,0.2210900991689058,1.2502459748133155,0.95232925782894,0.3496069889785879
0.5441446481494538,0.384372784573034,0.2961032682186336,8882.80194329079,200.6325994167738,424.56666666666666,9563.0,1.5682783480399833,0.11895096936068686,0.697846450247883,0.522613806846608,0.19902110710062945,0.20066582565954885,1.1894622836740252,0.9083788791209595,0.34314274595132366
0.4492681760163259,0.31346086741344364,0.20184862226844533,6055.256819431092,202.90383778445735,422.23333333333335,9860.0,1.5527167379918188,0.10194047025501159,0.5651573370032056,0.42613309741856614,0.16671327532125635,0.17341247530963116,0.9749123871800072,0.7463318885986119,0.28991380875826817
0.41145283454869214,0.30827319404571857,0.16929907836076544,5078.803051744602,205.38034465488062,420.76666666666665,9621.0,1.5480391055580578,0.0954358488445288,0.5340506394604647,0.42782136165217927,0.164808216297704,0.15387148388637537,0.8718631103645247,0.7137773835210202,0.2780764988111501
0.28133085834346616,0.20374192995160065,0.07914969017927738,2374.411555688142,214.63124824379594,413.93333333333334,10545.0,1.538988186033956,0.0614179116565782,0.3416086003188922,0.28057655304689977,0.11924724127761825,0.1036309595630901,0.5791528718742619,0.47911816838468807,0.20186141272529204
0.23888725495081725,0.16763487940032754,0.05706902287869939,1712.013617338103,222.74515151362112,408.0333333333333,12058.0,1.4815476871337523,0.046423235721578214,0.2513768138839658,0.23179787758991335,0.11351067537920974,0.08172805919973564,0.44837582174795976,0.4046091669786239,0.19088554757614937
0.21984472300750293,0.15756243680987003,0.04833331334469051,1449.9510670273705,235.12188817937144,399.0333333333333,12829.0,1.3549698665548018,0.03624430211971605,0.20394110669014157,0.21961397223348608,0.12066738024010291,0.06105726394076048,0.35869591428319364,0.37768127853765454,0.20031210305525282
0.2954044910379796,0.2080668270589056,0.08726672221614831,2617.914399762233,223.6539411313633,406.9,12064.0,1.460242863896157,0.055799284206534926,0.3122659598233113,0.2845770676252853,0.14211909653347551,0.09698519361255972,0.562124355795136,0.5007932840665433,0.23906680101378677
0.16705358773859663,0.11745828907875033,0.027907831437384917,837.2070352901101,238.4661254500637,393.93333333333334,13084.0,1.3964639139983381,0.032628438391981276,0.16047910841236196,0.1560890545713223,0.09044620554176834,0.05867934611306366,0.2909023006238005,0.2768950533326723,0.1520051230618045
0.42893306135048986,0.2784465439987528,0.1839897041096401,5519.5071335850935,208.29128378089698,417.43333333333334,11763.0,1.51869748745233,0.0858378160076978,0.45707655471992353,0.3784908729782955,0.1686347749955058,0.1572045148262088,0.8611866463726093,0.69878544650301,0.2940270904216388
0.5199788848008774,0.3698844913273934,0.27038705354054876,8111.341219162921,204.67873789374002,420.6333333333333,10054.0,1.5364888192760293,0.11769570028097175,0.647604242505706,0.5048989850812335,0.20209326614073567,0.2007743922013634,1.1199687600869521,0.8783358962578158,0.3444216654340623
0.4806404564669461,0.34313076928753483,0.23102294915772623,6930.457451782629,205.27052133862585,420.4,10269.0,1.5140741011596133,0.10310299481440335,0.5847679932964248,0.4754140411645089,0.1931320864734705,0.17130209548100545,0.9964695263686784,0.8144266887491741,0.326087791282127
0.3905963114442003,0.2808288033133277,0.15257056419928805,4576.964355414442,209.79199050313872,415.3666666666667,10455.0,1.510461415037464,0.08659735558133602,0.4805070631397739,0.38209977318626703,0.16568887935765178,0.14846912036522883,0.8153484406439109,0.6544229563118441,0.27856961493204935
0.2752618706683191,0.1969425657565631,0.07577162316459457,2273.0729233146726,221.69534903437008,405.6666666666667,11757.0,1.4501215099198874,0.059153488012457484,0.309986963757813,0.26589663999662666,0.13391011603585887,0.10448469539222026,0.5383624743361394,0.4578817143603943,0.22214362052905895
0.2746908207022843,0.2013396530917738,0.07545756223016883,2263.651409342835,222.44489858685873,407.5333333333333,11401.0,1.4587845978688523,0.05866046886401526,0.32055161273253197,0.27586316443628506,0.13159766326650338,0.10009960316506174,0.5411041468439987,0.4703796280945139,0.21875509334214904
0.25013742071654604,0.1795799816486922,0.06257081493655757,1877.0618772817907,225.554155467459,404.4,12133.0,1.439523667866165,0.050191016144487385,0.2722332938814595,0.2432928635595835,0.1250178000430469,0.08722680761591921,0.4781907873931978,0.4188820936031411,0.20800375378495614
0.3813349692810992,0.2559228774009367,0.1454212061701559,4362.490763898506,212.54322415662085,415.5,11570.0,1.519575797547557,0.07365398791973807,0.4154655856815681,0.3506775956406971,0.16071751041593949,0.13108262033688592,0.7715961015543481,0.6235282805136969,0.27636649094494026
0.41039927177573027,0.26492098849666834,0.16843317671327349,5052.826868221491,210.33771927229495,417.0333333333333,11512.0,1.5187917568303468,0.0766226030970362,0.4219151388756741,0.36715245340053454,0.1626199726503815,0.13916619836513874,0.7830643686984421,0.692116624299262,0.28433062277738697
0.18184835685425454,0.1264848316323142,0.033069927221499686,992.0647467177691,238.63947924372445,391.6333333333333,14784.0,1.2739362567859456,0.028827703584982916,0.14840374115567326,0.15931054538864928,0.109556001061123,0.05574697596261506,0.2981420207844978,0.2876987776046983,0.17960763823030323
0.5523139006467459,0.38326525540385314,0.3050608135414083,9151.519345428707,211.45412194639542,416.5,10985.0,1.5144040578763514,0.11490190318920877,0.6306176014296827,0.5309734020435055,0.22969769458390185,0.19855291039167758,1.1193705807613734,0.9321261291469367,0.3892841264924146
0.5713912630378443,0.40849858686049556,0.3264988587712753,9794.639264279489,207.38822248294767,418.59999999999997,10129.0,1.518538305288127,0.12627813558500917,0.7104226199235976,0.5507873352024573,0.23305539520572005,0.2150891907486832,1.2434144893101058,0.945772766135429,0.3969429325483578
0.46771032840622373,0.3281817283706893,0.2187602433059678,6562.588538935728,209.38737119320675,417.9,10699.0,1.530670899842346,0.10122808172301545,0.5538393719960355,0.4464760421874001,0.19246426396842947,0.1717944665144826,0.981363965407325,0.7766178873406572,0.32626497750639466
0.4215512448957642,0.31211463418359214,0.17771137578569474,5331.163562195056,216.827417200057,412.3666666666667,10682.0,1.5216266406108603,0.0941799023209604,0.5257670220034562,0.4219686037356362,0.1904316747136839,0.15487681334986042,0.8630803473041855,0.7179631758760349,0.3176459096450853
0.36686829867818865,0.25732214776247797,0.13459683513619983,4037.7704572508587,221.5567484668094,407.93333333333334,12070.0,1.4810251965677712,0.07481742444990705,0.4100796635179846,0.34390641778857467,0.173649498324647,0.12941273277586687,0.7255334998164724,0.6063381891895905,0.2873930917740004
0.25856518057479727,0.19075603458495594,0.06685818121171792,2005.6785781703259,239.0381303362427,392.76666666666665,13553.0,1.301017766929178,0.0474778245250924,0.2505557532138317,0.2520423711526317,0.15364095627479507,0.08014861819017957,0.4523567837306813,0.4307609158896073,0.24920141286655947
0.2660609112837249,0.19501857263471334,0.07079076820539963,2123.6522553937834,239.92857685946186,392.73333333333335,13480.0,1.2810833261354144,0.04764146448349109,0.24338333458785094,0.2625062271342085,0.1599267579656178,0.08180506476367512,0.42389253388775106,0.4539155736011624,0.26110027339801806
0.2900228154137633,0.21473723237803394,0.08411603732843675,2523.397003815774,236.2014770578875,395.43333333333334,12881.0,1.2885076234847817,0.054670382127946025,0.29024584502260753,0.28773926575106656,0.1693804676326014,0.09434877413509597,0.5025971065297798,0.48572166871758227,0.2780784315742408
0.22068847422411839,0.16382859907453756,0.048705026156241234,1461.1020796610808,241.49684994808152,389.76666666666665,13811.0,1.2447660121550874,0.04565106349852778,0.2229744077626466,0.21040400710937535,0.13564583853814327,0.07764411597179839,0.3841024102684523,0.3601369649002916,0.21923592688936874
0.4200216051133305,0.2841129881961013,0.17642402956296396,5292.544462859356,220.33113745977175,406.6333333333333,12380.0,1.3959607049403107,0.07785975114655085,0.4298251651822088,0.3776140445729544,0.19828976268054374,0.14221011903911956,0.8101016521978653,0.6718621965214732,0.3354523513373951
0.6261626320711294,0.4427846182377752,0.39209271155929654,11762.389254067337,210.8606899199601,415.6666666666667,10734.0,1.5192204993958407,0.13532127311536077,0.7506984661203149,0.5944531869023968,0.26711070774358503,0.23250748305816726,1.292307479757547,1.0304444081300166,0.4531858762183856
0.6155275784443003,0.45826924230110905,0.3788868293864839,11366.22599476513,211.14109056534775,416.3666666666667,10239.0,1.4967942756093193,0.14064096266373732,0.7897069852909921,0.6245532637340903,0.26517749778527183,0.22701696466975538,1.3471092573230594,1.0524796276359376,0.44274902243388176
0.5838677783802232,0.434928697755719,0.34091294639553726,10227.047478919721,214.46692239192106,413.96666666666664,10330.0,1.518543630477239,0.13057792394198875,0.7487830909671832,0.5881745957758007,0.2586969822462053,0.21480783453075575,1.2257721738132823,0.9942126278747427,0.4279610676071479
0.5081059469360772,0.359782730426023,0.25818025932045174,7745.149599354232,216.7158779071698,409.96666666666664,11606.0,1.4738364042708483,0.10703310590108804,0.5895000921531176,0.4801811465208405,0.23305919231460664,0.18334680415173718,1.0316527852102306,0.8316800504905058,0.38792408542667595
0.390265996357825,0.2717389430865689,0.1523126250006659,4569.226437394976,228.8143677963517,401.6666666666667,12852.0,1.3765053344743696,0.07109744262920628,0.3808052511695959,0.36728132049268486,0.2017201475925007,0.1297954599514307,0.7154000516796718,0.6442126715155754,0.33674962247372225
0.42463409467516894,0.30619768177510165,0.18032012503143474,5409.42343081801,225.37861347992566,404.5333333333333,12020.0,1.3835813700986193,0.07919114986937226,0.437262205751492,0.4288526291285806,0.2161547440604877,0.1330580305541231,0.7684585509957603,0.7350863627241213,0.357401221835218
0.25093073020377815,0.17598808430256324,0.0629683303049448,1888.9869408180386,258.4973480677145,381.26666666666665,17087.0,1.1567039397278287,0.0347209164702032,0.1755316714736795,0.2014738991414822,0.1746177434113601,0.06515178294069485,0.3665303383881935,0.37487167593582726,0.2826729604458026
