0,1
2.817972,10.404908
-2.364003,0.9559772
14.200014,4.6556187
4.8408175,12.15544
-0.3881242,8.13471
11.522894,13.089436
-1.7509593,9.8718815
-1.5974127,0.24011758
10.565522,-1.9028789
11.8022375,7.5958815
12.983662,11.419065
6.8350186,8.692755
8.847596,4.8004003
9.204497,4.6930532
4.6721287,8.315161
-1.7195499,9.857968
-1.5744377,10.245797
-2.5268934,0.7746358
9.647358,7.8439846
9.294865,-0.6062123
-1.0290563,2.3329062
-2.78727,2.4414666
10.202426,2.1254532
13.780807,3.781009
10.961529,4.3452563
3.1084027,10.687532
-0.7577925,-1.7174631
1.87428,10.736784
-2.8384771,1.5150222
12.052447,13.401321
9.170368,-2.7174337
-1.0100316,-1.8154866
10.150209,9.667082
9.16788,-2.755567
12.813109,2.0481625
0.50515515,9.6574955
15.773625,5.645048
10.219781,9.5356045
14.494204,6.2821703
10.163332,-1.3264408
13.576859,11.677373
9.892428,7.6365113
-1.2692627,5.605236
-1.079218,9.8646
10.563695,-2.0069811
10.031026,9.419878
4.094253,9.777545
14.6511,8.620016
3.6079671,11.001406
-0.14388505,11.283323
-2.6699169,6.273267
9.290226,2.1227517
8.645487,-1.8978351
6.608783,9.946949
13.944019,4.8458047
7.388899,6.7417245
11.4229765,11.022119
13.292542,2.534062
9.611074,-1.4117985
-1.3022635,3.230735
8.493258,-2.7755778
-0.17995374,9.445971
10.8715515,10.4885
12.632321,2.4900498
-1.6755081,9.872816
11.333403,10.9173975
15.106407,10.965709
-0.83643925,6.16434
14.888899,4.5604806
6.5243526,9.914218
14.24911,10.804424
-1.7009414,10.323089
15.013046,4.7256
9.576476,7.3526
-3.3311195,3.0475194
3.8408813,8.659247
11.8448715,7.1647024
7.8020115,7.2290483
10.533415,-1.8248384
10.916938,0.2193689
-2.4240184,0.27925774
-3.0823112,7.57056
7.4043875,5.778049
8.834543,4.401519
-0.88551146,7.2675605
13.007062,12.144639
12.73427,-0.014723763
0.20701936,10.429952
14.761388,8.494732
4.6313415,8.444073
12.920516,5.5924463
-3.4144788,3.444152
11.019895,-0.64128315
14.425812,10.112183
-1.658798,0.9606183
3.1632397,10.816405
12.5751,4.563263
4.023749,11.681541
-3.059275,7.0623918
-1.8115668,7.2687974
15.907952,5.093042
15.362739,8.732412
11.338395,4.2694283
-0.47537655,8.005161
9.258363,-1.8746679
12.715482,5.182614
15.623451,8.75703
-2.5825398,2.7230258
14.696059,4.3560777
-2.65502,2.6047764
7.8900166,4.93384
13.4453335,11.84084
10.62299,6.2058396
-1.0008757,1.3924409
-1.7078241,10.215803
14.525173,6.3016257
10.885122,0.92835045
11.287156,9.151967
-1.141159,5.4501085
-3.3552308,4.347187
11.30639,-0.58441687
-4.018643,7.4885654
3.8299835,12.079374
10.478986,8.42833
15.803974,5.4062586
9.079064,6.6288347
15.051163,9.030272
14.829147,4.503717
-1.2215128,7.685695
-1.7271727,9.752408
0.90504766,10.798086
11.216374,9.167434
14.04232,11.103813
9.561633,-1.365326
7.1266193,6.951959
11.459566,3.6130438
12.015084,0.97640073
6.1613226,9.307894
-2.852243,2.390371
10.408518,9.128696
12.778607,4.966939
10.576705,8.57847
-3.4438846,3.7416248
0.70910585,11.179422
-2.832598,5.3092165
14.359649,7.265319
3.8226526,11.306953
-0.9171164,0.23113364
-1.7230576,12.458539
9.537095,2.0387435
5.681888,8.416522
12.5238695,0.73675114
12.106023,4.675461
10.871678,9.080692
9.438836,0.8136765
9.194697,-2.254927
15.683211,4.9657555
14.8539,10.19584
13.509727,6.0813823
14.826606,10.220353
12.598896,0.12031533
6.8411264,9.291574
13.392105,12.041941
15.159598,10.921998
-3.4359744,5.541513
9.904772,-1.4514831
10.56733,-1.9032177
13.546014,5.8069763
15.084671,8.592512
11.899009,7.6943855
-2.696778,7.332986
14.171532,10.919051
-0.86129284,0.1764055
5.208889,11.798937
-0.62238765,-0.50975424
2.0197659,10.27787
15.512447,6.018604
-0.5543377,1.9398632
-1.0421681,-1.6017774
10.932658,-1.1908774
8.808611,-2.4332309
-1.2949845,0.22528836
11.246586,1.3222786
6.8242264,8.621732
11.635286,11.365241
5.187339,9.401804
11.661204,13.218276
6.7117543,7.6229324
14.768313,10.27454
-0.5643707,11.393776
8.685728,-2.093491
-1.0654534,-1.9138498
15.405555,5.2285557
0.5999856,11.554647
-0.3918845,6.9108295
4.077257,8.4108
13.125054,4.4980226
10.577365,2.0635047
3.1166892,10.639104
10.088675,4.652435
-1.2512339,1.4150902
