0,1,2
2.3815176,15.26723,15.19126
-1.4510102,17.294336,7.3397675
8.0908,13.747938,18.077269
3.9552088,15.711228,15.332191
-0.85248935,16.22461,12.296588
7.3958354,18.479008,14.014332
0.16623153,16.736267,11.744453
-0.9434194,17.449883,7.0190215
7.458357,10.267026,19.03146
7.1442995,15.233955,16.448408
7.246102,17.114483,15.580118
4.114622,14.4735,16.728819
5.655821,12.648048,17.757715
5.935102,13.3302555,17.551043
4.205231,14.698572,16.260113
0.12488187,16.726915,11.740901
0.91335154,15.946959,10.226175
-2.4142952,16.014223,7.7713537
5.528874,14.327267,17.00951
7.243427,9.943051,18.887302
0.13616495,16.449472,9.149729
-2.1112864,16.966618,8.578098
6.4478493,12.18084,18.13628
9.258844,14.136247,17.580109
6.760994,13.905176,17.708687
2.5265458,15.181826,15.719998
-0.28906742,17.632015,6.529611
0.5937688,15.943381,13.881521
-2.5004694,12.911922,4.5426793
7.5622244,18.417263,14.225361
6.9513874,9.40225,18.999228
-0.34886158,17.59768,6.3795495
5.788673,15.741337,16.066547
6.763208,9.480213,19.007973
7.766947,12.697734,18.442606
-0.05744032,16.16827,13.096099
8.449934,15.048263,17.730227
6.288631,15.486505,16.117872
8.919221,16.164621,15.529204
7.5222516,10.271742,18.91479
7.5179734,17.42534,15.445051
5.9451165,15.007777,16.684826
-1.621238,16.359524,11.003116
0.08439432,16.518005,12.355578
7.3400617,10.310104,19.091112
5.498547,15.2388525,16.35751
2.7534044,14.53829,16.239359
7.9513993,16.415386,16.56724
3.1413755,15.128231,15.416961
0.79329807,16.403664,13.022995
-0.75531316,16.83476,11.052905
6.1176496,11.898343,18.124336
6.8224335,9.764063,18.756096
3.0734885,15.2003565,15.937536
9.147506,13.521048,17.196766
4.795012,13.216962,17.41279
8.552149,16.832571,14.945235
7.9886804,13.177731,18.287264
7.312829,9.736661,19.048014
-0.9968699,17.25785,8.94115
6.9640374,9.316283,18.925903
-0.16293024,16.456131,12.361507
6.3958416,16.02295,15.991575
