tsne_3_f1,tsne_3_f2,tsne_3_f3
7448.8003,1596.5101,9869.627
-59418.812,34158.168,-4118.142
-55499.496,-16802.406,-304.58533
-16274.389,3953.6257,7569.13
-58388.8,15104.966,-788.892
34100.297,-7542.813,-2617.8613
-60793.18,-19228.822,2108.384
74358.58,5711.693,-18634.4
-51415.605,-21500.426,3349.1826
31170.08,-4629.376,29320.37
-61274.633,395.79837,-702.31494
-29336.992,6066.601,3784.4978
104417.625,-7576.674,-2115.3098
106854.38,-4165.6147,8930.357
-54917.26,11823.33,-873.01227
-50995.566,108043.59,-7906.823
-44320.035,32844.39,-5338.8823
-60689.902,22627.416,-3153.968
-54489.945,9791.81,-924.829
-59670.883,7450.5054,199.84084
318169.56,29750.887,70823.92
-28838.469,-22682.479,-3775.5977
239627.5,6888.831,4751.376
-27436.24,6507.2856,-7286.6865
-48990.08,27744.6,-2669.049
-60364.105,22053.928,-2789.3381
-62879.676,-22217.57,1807.3975
73389.38,-8433.239,-1721.5458
-62629.438,-8266.336,42.4994
-63520.934,-28755.402,2534.967
-58866.24,51681.508,-6138.058
-37534.08,47844.004,-6195.0254
231793.33,24407.305,48228.97
-23581.023,-9903.922,-7205.1455
71671.07,-5741.4404,7369.443
-26474.271,-3718.1826,2013.0662
-60987.637,18107.44,-2594.954
113740.64,6934.1006,-9271.987
-62587.438,-22715.744,2355.788
-56352.438,-4489.978,-1350.3806
-8880.824,-17920.127,430.92126
-35017.504,-13729.04,-2514.5906
2383.3594,7034.6294,9584.618
69518.94,-7076.7695,-5083.783
-59717.832,37813.64,-4614.577
-63434.31,-24491.225,1790.2842
-34122.902,8446.673,1084.7262
-61005.33,-13162.997,2211.657
146552.33,-2595.7363,-12939.8545
161962.28,-9210.989,-50118.215
37988.7,-1781.659,8537.798
76905.016,-11128.41,-2536.4744
-62494.176,-11624.353,499.61508
970.99994,-13152.751,-14146.9375
-36046.02,-23559.479,-840.8932
-62992.965,-18918.078,1270.1227
85698.83,3731.0867,-5794.816
-10617.813,-3733.4185,-10334.693
-59325.56,-10103.666,2136.9116
-63351.08,-27049.191,2328.2168
66024.055,4473.3228,-7290.489
-59799.617,1177.7117,1053.6511
-2153.926,-15234.102,-3107.5137
17212.611,-7288.549,18101.627
-52368.34,55913.953,-1491.2095
74227.12,33157.625,4707.5557
-36876.67,23528.193,74.08427
-33379.496,-6200.8345,-3216.2317
112816.7,-993.0601,17556.787
-62442.484,-15494.06,1021.9856
-62533.668,-7274.4243,-68.97791
-58029.375,32760.42,-4030.854
-62118.28,-11365.252,1006.35333
-58531.355,55111.805,-6412.866
-62291.008,-7136.92,169.67975
-37270.52,-7108.161,-1646.8534
-59408.695,14872.397,-983.59595
-61275.246,12911.339,-2120.1943
35563.957,-2948.531,31492.873
-60331.137,-2598.67,437.47037
-61149.3,11443.324,-1722.3698
-62296.36,-22723.344,1726.641
53546.387,-9387.593,-965.93567
-63713.8,-30743.906,2665.536
126052.945,2798.0955,9633.987
-44971.43,-10548.784,1586.9961
-58732.996,3552.4148,1506.3511
-51003.56,-12229.728,169.16855
-58833.06,49112.81,-5708.696
-2580.001,-7449.148,17949.936
-6899.697,-17208.256,2249.8882
123730.22,-10162.836,-35668.28
77576.375,2002.1893,44960.312
-61896.85,165.29375,-597.3661
-58604.453,26930.934,-3687.8909
-43676.535,-23231.037,-1122.1163
53309.02,7237.601,13998.343
6883.5103,-14254.537,2205.896
81785.586,-4852.875,16507.322
-62145.562,-904.7142,-720.028
-62251.97,-2343.42,-548.73456
-63612.82,-28776.047,2368.3767
-61358.0,-322.0441,-417.83768
-63501.09,-25421.09,1979.9128
-47177.812,-13330.514,2568.758
64367.516,2926.5024,25299.178
-63130.156,-17566.25,1091.2992
-61620.637,-41.699104,-583.1097
42507.62,-10449.558,16375.714
5357.0547,-7864.6987,-6575.832
-61940.164,-15214.638,1659.4833
-58576.88,46748.555,-5444.9688
-18652.553,-12229.263,5092.6494
-49418.047,-12024.9,214.24698
24628.027,-16447.34,-15462.085
55715.883,1228.2924,24498.107
-24958.889,33027.5,-5485.318
53214.56,12552.693,-17772.69
-54423.76,18328.012,-2929.846
79899.35,26280.525,-13620.858
-61627.543,6178.6055,-1292.6257
59435.215,39123.86,-21792.18
87463.06,-4119.9146,-1905.2345
77205.35,-5366.757,19129.19
45895.36,-6011.6436,-2244.9783
-42442.13,24108.652,-366.4466
11860.737,-3303.785,12588.308
-58792.715,40942.46,-4206.4707
-61567.902,-2058.0818,-616.1652
-24987.633,7238.894,9491.641
86794.53,-2839.5,9994.58
-12681.607,-19921.045,1758.2786
-42595.2,-19826.994,508.75995
45692.645,-15507.012,-11867.9375
100761.05,3470.0205,-22385.947
-62656.492,-20224.58,1962.9902
-21151.03,-16891.61,870.5702
-58171.92,42236.117,-4124.777
-45421.54,51819.086,-2572.5068
-62730.723,-15611.731,1105.4661
-33558.06,-17047.244,9770.663
-51853.223,-24842.703,1761.0618
-60939.715,7660.077,-1188.2753
65049.21,-8086.2856,-34295.31
131545.67,8399.25,28032.994
-61691.055,-1244.6948,-793.1168
17187.88,-7401.8833,-4553.549
-61507.08,-9170.111,1181.2952
-50029.68,129660.58,-10484.481
113313.05,-5880.858,-16874.307
118119.055,6473.938,26683.398
107237.9,-6234.1045,-19504.943
147990.77,6002.161,7734.4517
-46741.367,-14016.091,-3163.9045
-56232.3,15535.273,1856.9579
137929.39,-8314.63,-17843.283
-11859.366,-8651.489,-8852.847
131297.34,-5661.153,-20238.771
-13513.118,8961.692,-3254.0781
39682.38,-2438.0083,-11706.042
-6651.364,1189.4552,-5202.9604
-60838.24,19818.123,-2873.7554
35429.887,2849.0642,2598.0125
-51992.47,-24253.998,512.3255
-52691.77,34110.242,-4564.1714
114582.445,-3916.215,-26075.64
-39576.17,978.93585,68.05623
-45128.13,-21944.082,307.831
-28314.684,24453.033,-8566.131
96633.49,7671.203,-33791.25
-42016.75,41588.81,-5621.738
-63200.867,-26832.66,2432.7915
-461.77783,43055.11,16193.1455
-62932.51,-24523.71,2006.1365
-63555.42,-29413.799,2617.0085
-5228.69,-14055.22,-3186.9702
24392.824,-8995.699,14093.64
-37507.223,147090.94,-2678.255
317090.5,16695.75,8053.879
-5720.915,-1844.1108,-7498.559
-34676.562,12049.742,-4950.567
-61012.71,11553.296,-1965.0051
-51569.76,-5880.165,4320.4175
107286.65,1692.084,7829.771
-34326.684,-25450.072,-2545.3713
-53780.844,-6341.632,492.92874
-58523.03,5730.8037,-1219.3365
-62055.496,-8975.358,552.4886
-62298.79,-3284.6514,-428.65384
-59410.566,6161.97,324.377
-59086.918,-1094.4178,1575.2671
122982.35,1873.3218,-18484.752
-42156.24,-12109.069,828.4148
142406.19,-1700.9827,-3408.2336
-15163.6045,-16361.426,-3437.2373
-54667.914,59436.965,-5747.8916
-46434.9,15528.192,-3927.2634
-14585.1045,-14921.181,9894.623
73399.46,-6857.334,-14272.304
-49322.453,-8204.419,3476.0637
-52045.848,98040.766,-10599.843
57838.016,-7561.6904,-5745.62
7754.048,6299.0073,12444.418
-62689.992,-14870.704,995.07806
-50415.38,301.57178,1300.2533
174304.62,17378.225,28583.852
-57950.645,44354.53,-5184.785
-50291.125,7204.4575,-1429.0446
71889.49,-10605.687,-4536.918
-62567.75,-19445.469,1372.2228
-55778.32,9253.311,-2756.0564
-62543.598,-21611.957,2246.098
-59329.45,-956.3578,1630.7898
59170.184,25653.13,12976.347
-59199.957,-20101.1,2016.5153
-57537.05,67570.45,-7341.4087
8103.844,-9770.621,-662.1114
134947.77,-1250.0591,3323.6956
-62458.227,-10293.974,532.7754
-63301.746,-22971.072,1806.971
-41294.664,-11846.529,4329.1694
-41446.633,-22987.113,3308.818
158174.75,14223.356,28380.045
-56896.734,-12235.663,1421.7681
-57019.957,801.50385,-938.8985
-43250.387,22430.32,897.6208
59902.64,-12184.299,-23535.008
-62048.797,-21520.004,1968.5492
93817.64,-4281.6226,8470.458
51262.17,-1156.5184,34509.867
-24288.992,60021.055,-8811.572
95490.32,-4568.5117,-11118.432
-49400.004,18513.088,-2598.6763
44321.117,-9287.746,3268.8389
84837.734,-6531.772,12394.225
-42056.324,-20503.06,2433.9666
-63509.277,-24929.158,1885.1329
-35334.035,-20892.861,9073.508
15447.912,-8140.42,-13378.993
-59942.508,-298.87643,-710.5696
45743.242,-9176.01,-15332.32
-61168.31,11254.518,-1794.6649
28549.354,-1107.6877,30769.29
-54982.832,100125.45,-10250.497
-2774.8389,2935.6194,10518.004
60770.37,-6943.9624,-16693.541
-44545.73,-9866.573,-412.36676
-46521.668,8886.747,-5298.227
136780.78,7740.9893,31636.754
-41814.48,4933.13,6814.928
151170.58,13099.759,48320.89
280539.38,20022.861,25741.668
-62917.066,-13431.33,645.965
-61936.17,-626.4249,-571.7817
-43728.56,13371.931,2486.9736
134663.95,3507.8289,16897.865
137766.0,-10436.955,-39650.72
10307.419,-412.59692,32340.932
-36827.777,-22138.06,-2788.2834
-63175.63,-20443.436,1372.6355
-60189.95,9211.134,-1255.8795
-61873.363,-16701.346,1367.4487
-5657.0444,5459.4585,-10097.405
135146.3,-4753.633,-16364.741
-19332.064,-824.013,-6055.639
-63257.836,-22783.371,1870.3956
73632.195,-778.91406,22205.398
91177.23,10886.728,26975.36
-62785.676,-15840.289,1099.3258
-10489.307,-1435.1681,-6513.5977
16847.04,53877.81,-19953.15
-62809.746,-11497.897,393.79776
-60341.543,6404.3433,-828.07324
-61434.227,4210.247,-917.1274
19308.152,-5012.3857,12938.099
81927.77,-8618.1455,-25798.5
-11388.44,-20678.838,-4069.277
-47716.383,9141.492,2344.881
70982.72,-5352.7827,-4666.07
-14497.302,4126.486,6915.5527
-57217.844,-20378.719,424.02896
189276.06,2186.1184,-6740.716
-33822.7,-11807.901,-872.27625
-55277.332,-3186.4897,-1587.5089
-61040.95,8163.97,-1718.8219
-62540.027,-21899.463,2230.0007
128080.73,-8493.403,-34920.074
44197.613,-15606.54,-20664.846
-62140.36,413.0235,-942.99774
38051.734,-1477.0684,32661.662
-59822.45,27311.098,-3038.3325
56530.156,-9634.613,12592.54
-41206.88,-23420.58,956.3428
78353.875,-4306.7935,7936.3296
7450.1597,5154.5117,7155.7905
-45420.215,34386.16,-5365.2593
-59672.215,19386.45,-1675.4838
26506.594,-11396.04,958.2315
-58225.47,58244.543,-6430.0254
-47336.77,8818.32,-44.488472
-62774.008,-13026.422,646.7714
-57080.7,-13781.204,1433.33
-63330.8,-26754.34,2322.9253
76976.41,-3620.9485,19025.92
-62403.543,-9283.897,182.63089
-58571.3,12266.415,-2275.2783
27308.17,15594.955,-10766.995
-46823.64,-15598.406,-1103.6876
118749.78,-6940.964,-24659.262
-60385.297,20979.547,-2505.2527
-36000.77,-1532.175,541.7758
-43114.355,-12048.37,-1326.478
88914.24,-2872.7034,21902.941
40145.32,-12655.607,-9809.052
-63383.863,-26912.463,2413.1218
56680.0,26891.832,-16254.087
-44920.45,-18846.773,6589.7734
96535.31,-4248.159,21739.916
-62645.496,-13814.808,944.3211
316442.94,19135.816,22726.271
87193.836,-4244.371,15361.41
-39362.957,-21960.053,-3200.9102
-37579.785,-2686.8743,-3929.0623
-61063.44,-6839.623,217.1776
-59184.707,-8142.4907,-376.2815
-33631.195,77086.9,-10401.426
-30011.777,39285.64,-4038.2954
-62365.887,-4236.2607,-343.64532
-62782.723,-22448.521,2189.3196
-58216.664,31324.553,-4234.0
-50721.164,9447.663,2832.507
-38477.805,-7392.1426,5109.1953
-41794.758,8545.231,4976.6426
2929.4958,-4392.576,-8557.758
32830.18,9539.669,18671.773
242929.73,617.158,-27632.887
-58219.992,-26222.06,1827.8907
-49347.06,457.95572,1499.3022
18583.004,-12607.353,442.19415
-16066.963,-2565.655,21336.701
14463.772,-2145.1956,31126.08
95546.54,-547.72034,-1689.7863
-42707.863,20864.633,-3802.9937
138526.56,-1364.0223,1028.7211
-18945.037,-5286.7285,-6080.5513
-57385.383,-1659.0004,-148.39621
172822.55,-1934.6144,-33971.855
60477.55,-11363.89,-13727.579
-59799.24,28707.195,-3689.5198
-37020.215,4549.25,-4525.862
-22738.748,8207.29,-8879.699
-11406.402,-20820.496,-859.41266
-6503.341,-18140.871,-8286.535
-44128.19,-23079.771,-2216.9844
35640.516,-4744.4116,2604.6018
-7580.42,-2600.1567,-2290.627
148452.39,2671.3108,19486.559
34084.977,-2128.1638,38696.074
-55678.332,10277.205,-1775.2502
71462.8,5228.9004,2380.5303
797.05743,-13593.36,6256.762
-43686.66,49350.08,3132.025
-62610.938,-21359.559,2080.1113
-41363.707,-1262.3777,-1919.624
-54303.812,6160.39,-544.33795
48093.3,-611.5153,39394.57
-49505.625,76865.47,-5493.0737
76017.63,-6741.3105,7313.3433
-61690.613,-11850.446,1358.0153
-23486.035,-14759.301,1114.7933
-55241.562,-9649.665,-889.7785
-50710.875,-13799.424,-964.81177
-48437.46,-5634.1694,1471.8582
166306.08,20.114983,-7253.2104
-63502.855,-26269.357,2114.8499
-61066.84,15433.1455,-2300.4624
-7651.723,-16210.59,902.46027
57969.938,-9223.526,853.551
-26220.158,2622.2798,17336.525
-48763.688,-1763.3884,-2262.2485
-58887.402,-1541.4878,2204.3877
-62176.65,-17081.861,1803.4421
115987.836,-1667.0266,17699.58
-62162.535,-7237.8467,169.33221
-63503.785,-29780.715,2526.447
42633.06,4934.324,12111.454
117958.875,-7430.134,-16366.99
-17338.465,-19792.773,996.60315
116841.586,-4937.8145,-39661.88
11831.806,-13116.147,1703.0815
-60114.723,4849.9146,-344.64984
-47434.055,35432.047,-1868.2225
98971.65,-8561.485,-15125.3545
-56868.17,-19518.082,2466.872
-60508.023,15954.664,-2472.5671
-62865.223,-15294.036,941.97504
66373.234,-12994.54,-26668.795
-62385.617,-6676.0493,-127.24097
-62301.14,-11911.413,901.9699
63264.277,-8657.044,-5189.084
-61511.07,6319.602,-1406.1486
-63416.0,-22786.363,1635.7896
67630.48,-9502.126,-1731.2528
131347.02,-2992.017,-12137.354
-60247.637,4203.734,-728.691
75301.1,2726.1138,-32978.367
783.8284,-5218.5874,-1658.1456
130340.15,-6243.864,-26014.053
130910.375,-6721.025,-26971.365
127549.81,-736.52966,-10388.39
-62972.484,-22723.549,2038.6127
-32216.137,1151.1625,14105.594
74191.0,-7896.8696,4280.999
86119.67,-5707.1313,-16686.326
-24774.658,74104.35,-4845.6235
-59638.754,6043.5664,-1232.5901
-42674.22,-22146.521,-1121.0305
-61926.387,-18868.518,2329.7068
-59916.426,33567.43,-4106.6533
-61818.227,-5915.5615,381.87167
49069.09,-15373.196,-17884.305
-62266.785,-28695.414,2290.3281
-61380.77,10765.311,-1929.4666
-58272.977,25061.295,-3658.4512
15225.407,43273.02,9842.222
2430.903,-18690.592,-7164.213
-47790.56,-23451.928,5854.3257
-62572.016,-7814.935,71.99079
-59067.65,45635.062,-5200.675
-58691.984,2725.596,1638.0734
47211.656,-1705.9147,19174.89
-63134.703,-18814.223,1319.7697
38243.406,-5245.647,11789.263
-50193.87,30113.209,-2145.0212
93722.87,-6096.8203,-21261.967
113275.43,12755.039,57090.434
-61041.773,-1776.3949,-679.56445
-17068.64,-13172.61,-10264.346
101497.7,-2997.003,-16637.775
85680.164,6114.2163,30171.254
30689.1,-11699.487,12717.343
-45311.344,8510.302,-1355.8589
-60342.1,19860.648,-2725.7534
39690.332,619.2168,3773.2834
-63174.67,-21557.6,1688.5732
92099.36,-8593.085,-11710.787
-61920.535,3378.4739,-1215.8994
-59685.68,37035.586,-4456.3945
131370.5,-5629.0967,-20099.656
30214.932,9569.264,3015.1514
31122.543,-6429.54,-6569.3447
-33690.89,57029.125,-1914.8407
-52976.07,4729.1357,2680.0393
-62587.492,-18437.098,1238.0629
33460.18,-13789.417,8569.549
106572.766,-9368.614,-25139.26
-63613.41,-27363.53,2173.322
-32808.555,-15702.695,-4141.088
-31636.6,-15074.62,3803.1487
-12220.801,18104.57,9702.892
-61417.195,-24089.871,1812.035
-20959.389,-22613.297,-5679.753
-7397.071,-17149.195,5106.5146
-63145.094,-18073.045,1127.3309
-17104.793,-20465.416,404.0066
-63490.3,-27120.498,2333.7295
-48850.727,56490.367,-2560.1943
29538.28,-3063.407,38024.914
-62496.17,-15415.751,1268.5647
-37666.598,84776.47,-7881.2427
22231.676,-6364.7085,10783.741
-62886.992,-22293.514,2076.6326
-40065.418,-24552.686,1172.7349
-57885.72,-10839.031,1280.3983
-60609.516,-22787.139,1916.7505
37118.51,-7372.0767,18161.63
50756.52,-13538.431,-15574.0205
-59402.41,-5960.1255,2099.7178
-9338.3955,-16830.348,5466.3926
-15666.567,-3866.1643,-11252.585
-59279.023,37089.367,-4116.6357
-63184.688,-25321.012,2010.1554
39441.516,12180.504,27685.562
-61801.098,-12799.349,1461.445
-18714.936,-11208.166,-705.2996
69687.414,-7968.9897,1767.9269
-62002.336,-490.97604,-609.47473
-62750.305,-10750.914,264.81485
107766.35,-10242.467,-43367.547
-25930.002,-14249.329,3482.9656
32341.54,-8189.9937,13610.277
76185.484,-7801.727,-7894.8936
42511.41,-4356.763,22642.36
-60172.457,-14077.489,1942.673
-38568.82,-8291.069,-2563.121
-60561.348,14356.314,-2193.546
99102.93,-4514.2896,-25341.898
752.9436,3044.3484,30985.326
-55267.18,16450.23,2463.8657
93753.78,63.22215,-18793.508
106429.66,-5754.718,-24555.477
-15474.421,-19173.412,3248.606
-59855.766,14471.867,-1963.4199
74768.53,-5402.8735,-32000.904
-15006.32,-7744.248,-4126.533
-14061.402,-21380.236,-9993.409
-44173.992,-15839.033,-3739.2476
-61123.6,4331.9146,-1379.9381
-60880.562,17777.223,-2429.714
32928.152,889.28485,21230.723
177315.19,-2801.5022,-28956.5
70550.37,-3182.7917,-4983.2856
-62851.43,-18655.701,1355.5815
-60311.05,-11399.167,1737.3257
-60651.75,24242.69,-3326.7495
7291.836,-6991.3228,8344.215
19816.271,-8570.62,520.14294
-42421.438,75716.66,-6853.8667
-29030.941,-23186.723,394.37173
-62713.26,-15735.328,990.8395
170795.53,-5027.166,-39661.492
-52572.74,20071.207,-3041.8948
-63131.355,-22948.902,1945.8066
91907.63,-796.1045,7013.978
86825.64,-7165.444,5837.9424
49032.67,15797.748,8118.146
178192.84,-5741.1255,-43193.61
136465.86,-7081.798,-28706.29
-55590.68,-18168.611,649.27704
-34966.44,96871.43,-11739.702
-62804.79,-17222.309,1219.557
194047.84,20148.812,51469.465
78272.914,-8819.867,-16947.357
228562.58,10620.947,22936.371
-55768.656,82973.25,-8134.761
-54940.152,-22214.4,1342.5747
-36122.414,25915.041,2252.4692
-61966.723,-8402.61,647.06476
87616.51,-11267.569,-36583.195
-46424.008,-14471.407,118.61211
-43273.28,-2399.0007,2797.0857
25516.953,-12902.019,7239.1694
-60816.094,3179.8552,-1119.4579
-62153.33,-5905.912,24.904543
78858.78,-5993.534,5311.2363
-62768.316,-10228.572,259.04105
198417.38,-2286.1445,-36232.95
58629.016,-7773.638,-22237.209
-48992.594,-10876.918,-236.79584
-56531.008,83547.54,-8877.489
-61773.645,-28793.299,2175.7014
75680.23,-6421.536,591.3908
-60298.957,-2115.593,-704.3591
38409.176,-3573.9087,34591.547
-18080.613,-16599.502,3274.3706
-61457.426,-13946.558,1853.0736
-61243.04,7753.4814,-1316.2029
-43104.473,-10640.33,-4330.139
190004.9,-3590.4292,-39399.055
79835.21,-5447.8804,5973.0005
109416.34,-8428.373,-16531.922
-57182.68,-26511.648,1851.2429
75158.625,-8996.307,-371.60464
-62367.355,-26307.691,2349.56
-63310.45,-28270.047,2361.2012
-50123.06,-2495.507,2024.89
94475.13,-3023.1675,9586.219
-62465.953,-5627.294,-284.04852
-24058.184,-20535.39,3750.1575
-63425.848,-24797.418,1863.1542
19514.838,6858.998,43417.805
-46962.68,-6353.0293,-3301.4167
-43421.625,-6485.7954,2620.6133
58394.883,-7356.1284,-5821.201
-54390.25,-20461.355,3704.2825
-24666.91,-10386.551,6981.196
-33246.438,119.96864,-3133.7104
-61301.035,2116.8645,-515.0259
-60372.2,2499.0273,326.13034
-61644.727,-15231.197,1989.0007
-63041.145,-16274.086,910.2692
210947.84,22056.9,53831.31
-62401.574,-5307.0005,-223.3534
67086.13,-7769.9062,17700.973
-56707.9,49222.53,-5380.287
-59915.105,-2053.0913,1089.4484
292723.4,11203.247,-26255.125
-61861.2,-17031.066,1205.9454
-63181.082,-20442.572,1528.4382
-59816.473,965.50006,-977.05896
-40622.984,-9558.537,-1542.7651
-35116.54,4658.0894,-7572.682
85437.89,-3614.8264,9768.631
-57774.09,-26856.762,2640.354
26955.867,-4630.372,6706.5933
-55515.4,-11494.415,658.83246
-63194.9,-22085.803,1572.7915
-63346.68,-24151.953,1924.1847
-58157.992,-4085.6501,-30.102398
20883.756,-6697.158,12468.705
91197.38,-5988.5327,-5429.2153
-56327.2,83221.71,-9027.142
122059.586,7787.1997,1611.72
-55913.8,-9421.135,1879.6327
-55347.55,-12681.145,3804.5288
-27735.027,-23771.857,-2911.1719
-12991.12,-19947.723,-5615.8516
-57513.137,31206.617,-3188.5115
43128.62,-11055.45,-8488.108
-63342.688,-24358.959,1988.8131
31200.65,-2700.4102,2758.1167
36830.45,-9022.879,-5332.6147
121858.125,-7863.1045,-11169.14
42841.348,1069.0522,36779.395
43242.207,-16225.111,-16133.063
268513.06,33644.777,81224.13
11577.527,-19283.06,-15221.415
20366.025,14425.198,10679.862
62996.785,-2738.2046,-16839.324
66382.484,-7293.6167,4516.9663
19774.252,-14894.807,959.2345
-41741.492,-20780.875,96.89954
-60983.43,-4303.633,738.9077
-61196.89,-25831.041,2444.9495
75319.21,5291.9976,37094.2
-18715.541,-16167.628,-3660.3154
3748.3975,17356.95,11052.932
-60783.703,15914.816,-2589.6619
-34430.992,-4468.7817,-2426.1172
-52897.375,-6884.894,1747.5669
-63045.203,-15663.533,834.81976
-61861.035,1999.6293,-988.36926
-36252.215,-11930.334,392.4202
-62064.98,-9054.668,686.88684
-61716.105,-14998.72,1330.316
93925.2,-7344.697,-35030.383
24936.889,14394.821,4382.3525
-61775.645,388.9614,-671.31793
-45168.98,14440.842,-5460.696
-60907.215,-25209.012,2277.6445
-54584.375,665.3638,-1225.052
-15731.214,-22900.281,-8101.4336
-30835.02,-20454.934,5865.2705
-42939.645,-9354.186,-807.8442
-62957.227,-16562.033,1111.8826
176557.19,14530.508,36255.793
118321.35,1534.7709,-34558.887
12808.186,2869.032,30983.438
64561.473,-11181.203,-13240.777
16224.188,-5171.744,4723.4395
-60745.32,-12550.198,1590.1373
-44061.582,-24116.611,4063.341
-54334.53,31553.252,-3713.25
-36689.027,-19314.281,5448.4844
-62230.49,-4610.966,-168.49767
-63300.125,-25038.393,2132.9666
-17897.055,-14448.844,5031.9233
157023.05,-5080.96,-32545.123
-21936.17,-15669.94,-8307.608
-60890.09,19703.576,-2782.1116
-15667.239,-13233.044,-1777.7603
108487.05,-9345.952,-45725.34
-60591.727,-4889.2847,772.5222
-47586.387,72120.31,-9198.847
81443.086,-4211.0107,14473.044
-59353.21,24476.486,-3041.8804
99155.55,179.40094,25406.775
104235.34,-7951.4326,-14063.237
-39746.113,-19867.06,10159.506
-35033.484,3616.6985,-5806.716
47992.83,-5555.802,17110.053
29763.82,-13151.92,-6139.6177
-33769.156,-11893.685,-2435.5024
-63005.617,-17936.775,1266.9113
113219.62,49.341526,12541.893
-13468.143,-2817.8323,3404.784
-55185.535,31400.762,-3181.314
-10945.186,-3895.508,4207.41
-54147.53,10093.943,-658.80347
-50154.797,51103.4,-5759.945
-24252.785,-21968.578,-4547.7183
114381.76,-135.06421,-8683.346
-54862.727,-9396.958,-502.8242
73209.38,-9170.608,456.03122
-63507.773,-25697.613,2013.6659
165.39325,-3416.8208,-8379.821
-10088.156,-17736.127,10210.915
-13991.766,-11674.6,-11634.348
351133.25,9725.356,-32733.723
2283.5806,-10331.514,-5103.6743
-21199.604,-19949.13,3443.1755
-27516.146,10188.432,3120.9453
-53028.242,-21973.725,2355.934
59464.73,-10540.517,-24315.756
51208.465,-14122.533,-11408.473
-45698.355,-20278.24,-1060.5681
-61242.785,13077.896,-2114.5115
-57444.516,-4443.2437,123.80957
-34439.61,-6338.961,644.9866
-7035.5415,-13798.055,-10751.394
-54111.414,81977.805,-6708.8906
-56708.336,13049.348,1524.2991
-36694.8,-13673.157,2529.6562
-58826.418,-2461.5728,2330.3787
91538.5,-3396.7148,7109.41
3949.664,34933.863,20809.693
84613.27,-9448.086,-8703.339
99422.75,-4188.008,-37987.297
-62617.69,-8627.219,146.17767
-57354.92,71116.88,-7771.3604
-4996.4893,-16719.1,8231.714
19440.916,-16842.908,-10121.239
83798.28,33164.62,-9931.347
-61833.016,3558.7979,-1097.9353
-60616.55,-15838.332,847.79895
28517.543,6366.2764,37428.12
-53945.76,-4668.767,840.95447
-53050.95,118615.71,-11876.549
71020.49,-4031.8574,11725.373
15923.6455,14685.631,4320.439
-21013.053,-19290.547,-2363.7227
83373.12,7583.103,51208.742
-55495.043,-17769.996,3144.4263
-53347.13,56395.69,-6193.274
-39166.758,-23111.604,3028.5005
-53896.49,86709.19,-7136.105
-60259.754,14546.746,-1852.5917
-58280.05,23925.049,-1413.8948
-14083.756,-13232.283,11220.749
-61043.227,-3130.3967,641.8178
85144.74,-11406.858,-20750.926
75125.234,-13737.968,-20544.24
110005.234,17064.71,31235.107
-50506.47,-24468.32,1042.5176
-60412.75,25413.295,-3412.8635
47753.27,-2524.0422,6483.485
-56540.457,9008.665,-821.7089
-21586.14,-758.63715,19834.955
-58401.746,57193.113,-6480.6665
-61282.945,14344.039,-2407.1377
-61888.29,-2263.5422,-236.3266
64505.54,-4852.943,-9961.317
-47296.688,-11294.8125,3944.3687
-58662.996,44239.12,-4676.7607
103715.66,-10448.558,-21570.074
-56744.934,69631.47,-7125.1226
-62983.14,-14952.203,782.78094
157527.97,20158.486,31006.742
-31574.473,623.9303,-4218.4185
-63217.367,-26696.021,2495.73
-50689.973,-4860.0723,-750.8426
37684.324,2137.0283,30236.6
-59922.324,1384.0927,-1110.365
5849.506,-1307.6791,10269.903
-61340.516,12246.803,-1979.5488
88184.016,-9739.383,-9552.199
-48442.9,-15118.998,5669.6743
-45696.246,-23574.729,4430.123
67423.805,-9211.253,4290.6035
64527.98,-8131.2124,-7766.994
11367.356,-4378.1704,36263.086
-51345.27,44232.35,-5441.583
-61541.496,-27053.898,2427.0435
-18704.3,-10629.535,18086.385
113167.56,-5290.035,4778.8643
73079.2,11769.483,982.28503
23172.441,52062.22,12897.101
-59831.426,8187.1255,-1338.0953
-63304.848,-25844.525,2199.0115
171270.19,22831.52,42257.824
-58314.133,56043.855,-6441.576
-63268.016,-23751.098,1820.3658
-63500.445,-26631.889,2222.0588
-31846.781,15881.363,-4763.1606
-62597.055,-22582.09,1678.3477
-63695.676,-27634.992,2231.862
-51084.773,-8770.736,2976.9343
7385.0347,-9129.798,3132.3325
-28509.193,-20642.873,-4010.122
-61117.594,-6328.2837,-184.74263
63483.11,-5982.093,4251.5815
-6156.6934,-16896.67,1839.1708
-59229.582,42726.63,-4949.994
-10872.087,-3804.6633,-11160.315
362832.97,35950.266,63895.777
-62651.07,-14696.821,840.3097
62898.523,-8743.024,5394.1772
-61555.742,-9167.104,215.98097
104118.97,-2607.1775,14544.022
-38812.51,15220.35,1366.8827
51326.434,-4508.4272,-10689.27
-309.33725,-18443.424,-375.4092
-51182.07,6801.9175,-760.84015
-49039.613,-15960.12,3576.2402
135437.97,14814.937,17022.605
19356.455,-11914.954,-17577.855
-59222.035,16270.739,-900.1598
23956.959,-14138.194,-3356.577
-60273.906,12575.334,-1844.151
-46889.87,-12883.333,5466.4478
-60111.93,28541.33,-3456.025
-61288.613,5561.3315,-906.44366
-58433.223,44778.48,-4509.6235
