tsne_3_f1,tsne_3_f2,tsne_3_f3
-59534.496,16303.629,-2466.162
-62506.58,-6607.618,-56.87458
110189.06,-2000.0463,2752.2063
-62374.45,-15858.009,1481.5399
-58729.543,27312.44,-3566.447
32952.33,-9459.783,2385.623
-62487.516,-21438.832,2128.707
-61693.31,2724.691,-967.6261
-49284.906,-17938.998,2315.8083
-63160.227,-23343.334,1814.0754
-43250.84,-15588.399,4256.1494
-18040.201,-15971.156,-6808.237
-61770.605,1376.3811,-676.5212
-5416.8354,37201.227,-6223.3926
-20597.682,-6106.2515,-131.51265
-61917.316,3089.4636,-1119.23
-58409.375,13345.24,-2126.3862
91524.34,-6770.966,-5758.4443
109615.84,-2200.9983,-10582.25
-52556.31,1877.784,20.055763
-22212.139,-8514.086,7257.818
-60745.023,17755.797,-2438.1628
33911.934,-14673.524,-819.95465
-54949.855,50367.543,-2580.751
-30604.102,-7672.776,6023.9424
127920.58,-1293.663,6309.6914
-61123.676,-20928.92,2150.9287
-41341.043,-7671.9937,-1202.0265
77652.54,-14736.633,-35325.824
-55438.848,3752.196,124.0819
126720.414,402.6857,17285.652
-11891.992,11674.507,5309.1826
-22350.81,-23167.89,-4305.3696
134897.06,-3957.9583,-34268.363
20375.674,-7326.8926,3061.245
115888.79,-2767.6343,8459.82
-18649.672,-19937.623,4416.8784
14619.8545,-4869.567,20880.729
-5376.7373,-17256.324,-6115.3555
23692.293,-15904.949,-6897.428
-23411.021,-5245.9155,2592.9226
-34333.51,-5925.2036,-788.129
-62539.52,-18329.898,1737.7379
-50620.098,60978.715,-5833.442
-58952.74,811.28436,1066.1505
194420.98,2982.873,-45328.74
-63543.832,-27610.406,2230.828
90499.04,-5032.0513,5270.7275
155806.16,-6214.3047,-39063.613
74483.03,-2010.2527,26977.113
49284.004,-9677.211,10684.235
91810.586,-5573.0225,6549.1587
61672.46,-4647.8604,-2219.5674
40289.094,4024.1506,14322.79
-58160.46,1486.8076,2178.7112
-42219.473,27894.822,-1575.5118
78906.34,6052.702,25488.523
-60281.676,-13532.254,567.38617
-59381.24,-22767.6,3054.5981
77255.76,-11191.824,-24112.2
-59615.137,-11056.892,-167.51184
-59949.46,-21838.7,1215.433
107172.95,2500.627,-10154.775
132607.12,-7693.3525,-13221.909
-25814.035,-21885.82,4134.969
-63444.984,-25471.084,2116.5613
-55422.39,99785.47,-10484.113
83334.625,-10933.181,-21813.592
-42461.28,12151.699,-4669.111
-62881.0,-28992.215,2356.566
92816.93,-11813.468,-34889.56
295152.6,27116.121,12052.502
-21949.615,20591.043,-10674.419
-37381.426,-12478.172,611.28516
-61935.016,2487.4265,-1008.558
-62329.844,-14890.648,1191.4408
77537.21,-1413.308,19420.207
69480.11,-4704.369,-18819.166
14787.503,-13259.053,4333.068
-4093.9246,-18430.105,-2555.857
-34492.176,-16528.725,9263.879
-51590.03,2234.3477,-1709.7551
114507.414,-1034.0255,21797.658
5491.9263,-14113.218,-14991.446
-16050.442,14767.607,-1131.9305
-61682.332,-15474.997,1801.3782
-37502.32,14265.002,76.65542
112288.88,75.45176,20137.336
-62652.566,-8937.489,110.5823
134360.11,-1780.9917,-8159.4966
-63049.76,-16916.844,1024.706
-56350.977,-18251.875,809.42633
3465.665,-8113.1787,17345.57
-12358.435,4927.69,5688.5835
-27051.602,-21481.123,3372.2424
-63040.8,-23495.564,2162.6575
-48156.81,6710.3555,-2977.2769
-52201.168,79529.6,-4740.182
-62312.477,-10097.101,648.62164
2792.7578,-5688.3926,-15495.19
33459.855,10307.765,17043.15
119265.5,-669.9698,12181.63
-25007.314,-15846.152,-5629.1777
26506.611,820.25964,10165.443
-59905.43,-1998.0638,-85.15353
-61374.13,1931.8033,-375.22217
-63419.297,-26354.002,2275.2703
-60332.336,7193.644,-418.78714
-62881.582,-24266.166,2390.3203
58606.35,-14118.151,-30924.41
10747.035,27312.592,-20056.557
149038.83,-3649.8613,-36703.21
-35257.9,-5402.793,-3185.6777
-60024.055,26431.588,-3517.173
-22513.047,-11953.155,-3453.2727
-61248.965,-15875.306,2325.2402
9584.224,-11139.107,-181.42357
-43691.367,-23566.896,559.7232
-47062.246,-17102.705,667.9475
128621.26,-8359.785,-29691.04
-61638.246,-16565.617,2143.3108
127397.64,-791.87866,-33991.69
20212.28,8047.256,2063.9424
130453.66,-3418.7231,-276.57083
-55800.074,-2743.6162,-108.84008
-54329.277,-2704.643,-1799.3972
-62832.336,-27457.303,2392.1296
-58954.816,-24856.55,2205.7498
-54100.28,-1377.5214,-1678.0905
29362.312,-18004.707,-21709.926
111438.414,11100.595,37206.17
-58325.12,-5193.458,-770.12225
4472.0327,-15259.929,-2421.1465
-62027.73,-5777.179,-168.2139
-26532.89,-20716.979,-1911.2952
372861.44,17814.936,-12978.89
-56834.67,-8558.674,88.26737
-30770.186,-18573.441,3053.1091
-31249.72,-3886.1257,805.551
-61282.656,-7016.2266,991.7418
-62478.844,-13415.115,679.9501
87875.64,5293.0723,30068.086
-16537.4,-1551.6558,-1547.1578
-62197.867,-16881.322,1529.8505
-58050.273,64386.79,-7492.1104
-57301.99,-2468.1104,809.08813
-61968.4,-16468.912,1771.9419
112482.305,-4286.582,3545.8364
28159.809,-9628.113,-10600.34
-60846.113,16206.3125,-2195.3271
-52664.848,1090.0784,-254.66248
-41325.188,1303.0068,1091.6196
91591.09,-8746.709,-18520.64
101693.945,-5114.9365,-8781.625
-20741.545,-19254.266,-1991.1473
-30031.334,-9341.724,679.8282
-37250.246,-17139.389,3928.299
34779.953,-6313.7734,9673.948
181524.72,-5168.2734,-45180.418
138346.28,-3181.581,-10286.143
-25851.867,4770.5586,-8151.6265
-6272.745,-19900.523,-2773.1443
-59874.26,32342.69,-4110.73
-37450.438,-20735.635,8864.373
22025.766,-9958.379,21038.545
41956.11,1175.9905,13974.745
-29805.04,-16853.27,-3017.601
-58012.72,-8860.76,-273.69327
8119.612,-7724.796,-4294.156
-60220.977,-8643.824,714.4806
-45063.504,17305.182,-4830.5376
-27519.18,-17579.71,4226.1855
-32581.188,732.3128,-2201.4392
81912.195,-9843.262,-29693.959
-35128.203,-10638.619,14055.208
118235.35,27577.86,27915.629
-61286.977,3838.9282,-763.27893
-41828.062,1607.6659,4939.937
-63206.45,-18304.857,1089.6027
-61700.547,-2252.4888,-189.88838
34783.723,-4186.971,32203.1
100244.02,-7786.018,-29844.17
-56628.39,-12064.997,-73.96429
53114.105,-5706.579,-7002.0693
-29299.791,16491.582,-1193.9543
97347.22,-7183.701,-4456.4414
-25795.6,38350.316,-4474.096
137853.44,4644.1255,-21002.035
27532.908,-16422.969,-8122.2754
-47942.16,-21621.117,557.95746
72005.17,-13503.095,-20800.357
-6070.169,-2536.0889,-11376.643
-62817.293,-23723.107,2349.1045
-4035.7717,7725.4946,-350.43835
-63312.816,-24684.457,1988.9379
-62807.14,-23247.793,2242.9175
118150.17,-9983.203,-28394.37
32745.768,-10234.742,13506.867
48162.57,-66.921486,39458.94
41883.234,-10259.417,-6049.701
-57195.195,4121.909,-943.6319
-54709.75,-16162.732,-1356.7524
-57341.68,-26307.19,1286.241
32469.188,-5272.5596,-18304.014
-26126.41,34753.22,-3238.4368
74814.48,-6690.947,-19729.523
-50987.105,-20791.719,2321.8113
-43183.332,-20645.71,1626.4076
175074.02,-6470.0684,-42182.316
-57341.59,27862.713,-1062.7705
-7797.354,-22499.791,-11141.282
22079.322,-16067.031,-4498.081
-61870.24,537.4986,-772.6179
60592.71,-6140.798,23959.125
-4327.797,28176.947,-5437.0654
-44336.062,-9939.836,-4481.1567
-46081.566,-5445.7505,3433.7168
-21041.662,-7977.8687,-5853.174
-32612.062,-156.57184,-1968.3422
-54209.71,-13741.89,757.5968
-60168.074,31224.256,-4004.2136
-14524.97,-22469.613,-8850.787
-36329.152,-21050.594,4050.5989
16073.904,-6747.502,-19088.414
82682.76,-7373.9697,-4245.7656
-355.25793,95871.85,-3578.8696
193106.02,2467.8887,-47142.16
-23738.121,7821.3853,-5662.516
-46407.164,-16389.48,3406.174
-61678.08,6759.6226,-1484.1129
-46626.438,-8100.214,2536.4338
-54683.242,-24215.158,4359.082
131498.31,4311.479,3035.6562
15645.757,5926.5093,27946.17
120687.17,-231.23651,-4769.312
-57141.65,38122.332,-5038.0273
-61887.55,-14439.762,1386.3275
-43127.574,-21922.875,7411.5503
98521.54,-5840.153,-3361.231
38787.164,-7530.674,-1750.8895
-36745.32,-15620.968,-2363.1274
-27414.25,-23268.373,-2295.5217
70265.0,9195.212,-21375.203
-27606.906,-23814.127,-3845.2876
-57276.434,68868.85,-7470.528
-58253.047,-7481.1973,-331.27792
-57085.895,34731.684,-1838.5217
88701.24,-8634.688,-22536.127
20390.934,-5369.27,-11003.007
-43269.35,-22464.281,9116.679
-55785.97,29073.994,-3744.4104
-19486.328,1069.0295,2479.728
-52916.797,1289.9421,1602.0564
-1438.8214,-4006.6536,-4647.242
-63553.594,-27332.85,2317.749
18258.338,-18291.07,-18371.691
8840.382,-1212.3315,3196.1296
-62047.945,-9912.131,529.951
-59147.625,-26515.33,1022.87256
159182.25,-7848.4287,-49726.527
95106.06,-4594.455,111.124115
-62163.74,-19433.871,2093.4895
106260.09,-8194.571,-15570.362
-46122.906,-24196.584,-1482.3578
-21154.502,-20716.72,3972.6814
97269.375,-10225.491,-15120.384
73779.93,-4244.723,-15324.356
41585.312,-11718.398,2961.973
23010.242,29101.191,-12138.577
87214.34,5204.805,47453.785
156443.64,21060.41,-26958.387
-58528.28,41595.777,-4442.714
-17348.844,6914.461,6947.068
-52430.39,-21712.38,2492.5771
-62530.297,-20453.037,1373.4441
-59405.402,26780.732,-3583.4434
-32457.717,28950.18,-5733.7905
-9699.976,-5174.747,22063.357
152110.66,4574.774,25837.79
20917.32,3889.4207,43491.008
23479.453,-7995.9688,21717.566
-58780.918,42571.758,-4507.645
-11388.552,-7299.1133,-10276.463
60439.117,-7739.079,-16682.22
-61822.504,-18360.193,1579.4829
-53177.434,-14494.656,-1052.082
-62076.02,-16690.988,1875.4769
75070.69,5281.608,51664.902
-12619.727,14428.87,-12497.837
-17821.02,-8028.196,-7061.7754
-62690.887,-18876.566,1238.2201
-63609.07,-29895.115,2655.9978
136922.8,-4176.6226,-28599.025
-49193.883,-17567.22,630.87854
-20702.166,6220.881,-6301.96
-62301.816,-5664.794,-61.08578
77281.71,7200.9653,41891.266
-63633.99,-29332.635,2510.303
-59087.6,-10378.756,-74.98149
167580.0,18075.621,46750.74
112473.17,-6795.272,-9164.57
95281.1,-3737.8467,-5713.8076
-2934.3086,-15796.498,3629.6772
61587.727,-1616.563,-1970.8411
84835.96,970.77576,20495.87
-61197.363,-9070.264,156.8809
296499.22,41293.203,89839.66
-47601.56,34428.832,-4808.908
-57006.26,-2939.7454,154.38702
-63122.43,-26690.65,2249.145
92471.01,3835.0935,16615.957
-62419.902,-19126.348,1952.3019
-62850.15,-14014.677,708.38696
-14400.719,-20454.729,-1101.3365
75387.58,-5988.1455,9610.369
-48430.547,-7382.8716,3487.0
-10268.823,-8807.008,-3782.3584
-61660.336,-1332.545,-533.59674
-60645.17,17592.924,-2498.5417
-41861.87,50505.55,3262.544
41208.277,-6128.3076,25695.098
-56141.824,22791.834,-4161.947
50250.93,-1489.2397,13.595719
-57497.31,13275.961,-2004.3423
159868.84,3722.1335,19953.092
-62446.125,-8640.682,160.97414
-59391.086,-13569.683,952.61273
-59281.91,-5789.21,2089.486
-58871.37,15583.708,-398.73438
-36261.0,49651.445,-10272.523
