,importance
QRS_Mean,0.21629093892214793
RS_Mean,0.15952148534515292
QR_Mean,0.0828107268586453
TR_Mean,0.0615916499425806
HRV_Prc20NN,0.041331384656415476
HRV_MCVNN,0.038962864658794436
HRV_pNN20,0.03623296518056014
HRV_TINN,0.030968382211457778
PR_Mean,0.029372804581432082
HRV_MedianNN,0.023840451692640357
HRV_IQRNN,0.02262468915952183
HRV_MadNN,0.021368813308430747
HRV_HTI,0.01953775395755979
HRV_MinNN,0.01835151912766323
fft_total,0.016249533952888185
HRV_MaxNN,0.016161371110578783
HRV_Prc80NN,0.013371006574865339
HRV_CVNN,0.012863396636065451
HF_Norm,0.012801868409806717
LF_Norm,0.011683234517506757
HRV_CVSD,0.010964154678954776
PP_Mean,0.009258536705157482
HRV_SDNN,0.009004590579041034
HF_Rel,0.008802353688108817
QQ_Mean,0.00879971065486708
HRV_pNN50,0.008291568712586685
HRV_SDSD,0.008107971122059
HR_Mean,0.007778450137466135
HRV_RMSSD,0.007195088034728446
LF_Rel,0.006760259223694529
VLF_Rel,0.006559875409297911
fft_ratio,0.006072845212529988
HRV_MeanNN,0.005632531610792045
TT_Mean,0.005470092510048665
SS_Mean,0.005365130915953669
VLF_Peak,0.0
LF_Peak,0.0
HF_Peak,0.0
