patient,rmse,mav,var,energy,mnf,mdf,zc,fr,mav_arr_0,mav_arr_1,mav_arr_2,mav_arr_3,std_0,std_1,std_2,std_3
5.0,0.5039450737682487,0.37767840163032806,0.2539691030120527,7618.819121258569,220.24471382816725,415.76666666666665,11429.0,1.6214957642484835,0.11852543705933076,0.5336573338086207,0.5630831778069207,0.23604204789292216,0.19504419479485166,0.9001427562808814,0.9481131517731229,0.38278306869082196
5.0,0.42520764636899094,0.32544614979428405,0.1808075694496385,5424.046275919705,210.00467086083881,420.6333333333333,10857.0,1.5028161994936864,0.09577217050650068,0.4458435910792602,0.49675184400172995,0.19685020713593449,0.15748327921982785,0.7267429521682753,0.8168170376170971,0.3198378309245481
5.0,0.3264108772603162,0.24863993775493395,0.10654761238092857,3196.321823815476,209.15337953848092,424.76666666666665,10333.0,1.6171143049155106,0.06464870102147369,0.3573753484708124,0.37910138991759085,0.14000579720506984,0.105128354814135,0.5916199135735997,0.6233716661189016,0.23027647280790792
5.0,0.29140969206737427,0.22570428157415073,0.08492243937878118,2547.5882589240564,214.47074771774277,422.0333333333333,10387.0,1.574016521741517,0.05394076116162337,0.3247878415211524,0.34035069072194424,0.1301341015356154,0.0880054194942951,0.5126789803261348,0.5582606412480947,0.21159071158577855
5.0,0.2780035402120147,0.2165533812413795,0.0772885446552351,2318.579051112398,214.36066683507772,421.5,10423.0,1.5784915362375949,0.051066221442173494,0.3148774123087972,0.3257282415769707,0.12393760868043792,0.08414762979821018,0.5192534637941129,0.528877796770117,0.20223089164420596
5.0,0.2770874529342733,0.2136240670180646,0.0767800159074667,2303.3236972080936,211.51384942280424,425.23333333333335,10244.0,1.624662741892916,0.04976818983994897,0.32304355491036324,0.32085402974614613,0.11787535883438986,0.08145344892436411,0.5279496834715474,0.5221413299033962,0.19256556872270567
5.0,0.28224238856236594,0.21423765064337155,0.07966342134876785,2389.8229770416865,206.51297437676794,427.6333333333333,9964.0,1.650956826695062,0.05595582593280773,0.3278992149525289,0.3227739622524206,0.1144123882161533,0.092068183650843,0.5491922315109049,0.5354495839817529,0.18880743362466398
5.0,0.41384278100245836,0.2989156874281423,0.17127155643973002,5137.97542163546,255.27015943453992,389.1,16791.0,1.2335691608534658,0.0753138833732793,0.40922245621499614,0.3239941633547216,0.28777362675515217,0.13957270624723056,0.7581499561302908,0.5958091119927515,0.44087276496077143
5.0,0.41098570538637347,0.32298735651361243,0.16891488052795256,5067.277500958049,245.0193097394663,390.73333333333335,13695.0,1.1677423545103651,0.08496666084358613,0.49402506407070756,0.38168505857269025,0.27085699426244436,0.1382446790555667,0.818575562694463,0.6261683976070302,0.42115207579515646
5.0,0.4083187817451372,0.32112030882962805,0.16672978518533912,5001.726825774988,239.48438864955307,392.6666666666667,13126.0,1.1826470344549014,0.08796168315619621,0.4905419015472273,0.3927855703163923,0.2557919693364175,0.14086930179560558,0.8075590212947653,0.6532075056104437,0.402285651531097
5.0,0.4124786894720452,0.3237376931686535,0.1701443407466008,5104.160078057277,235.12489490874353,394.4,12890.0,1.1780740453957612,0.09101648876682761,0.4931450429499588,0.40280604807349296,0.2566594392345807,0.14806434116668915,0.8150383596456816,0.6575346043489008,0.4022164992205176
5.0,0.40735708160582945,0.3209992947322596,0.16594532344519988,4978.193758032551,230.32083789975331,398.3333333333333,12419.0,1.1926460847308367,0.08901719795151676,0.4889669396395304,0.40851053485303845,0.24506948017109645,0.14548600282888563,0.8066320766397194,0.6590481072955553,0.3861429431746362
5.0,0.39774560746887716,0.31243545190472016,0.15820684182218017,4746.047047823583,224.43050465224607,402.73333333333335,12007.0,1.2308133306047855,0.0901085565130895,0.471849944104853,0.41170168334972745,0.23075195819808683,0.14859903551497777,0.7858221139090826,0.6741682147494267,0.364767586153254
