,importance
stdMFCCS_17,0.053407452336879276
stdEda,0.03474188016392155
kurtMFCCS_10,0.03405370144572327
entropyWavelet_0,0.03221702418735359
activity,0.026533575240458202
kurtEda,0.023920039556030254
skewMFCCS_8,0.022424271248323954
kurtMFCCS_6,0.02019327272576871
kurtMFCCS_17,0.020006103827697054
sumRiseTime,0.019710090357442905
stdMFCCS_10,0.019669714256657464
skewMFCCS_5,0.019232252793895368
entropyWavelet_2,0.018431137121761164
kurtMFCCS_18,0.016722332650502672
stdMFCCS_8,0.01618707691246847
kurtMFCCS_12,0.014815736512367719
distributionEnergy_0,0.014774066109561857
distributionEnergy_1,0.013162638058686576
skewMFCCS_14,0.013026592324049064
skewMFCCS_16,0.012997340764419323
meanMFCCS_1,0.012605386679180547
skewEda,0.012508672648686454
skewMFCCS_3,0.011870893314424917
stdMFCCS_15,0.01148323159619498
stdMFCCS_9,0.011435107621938945
stdMFCCS_3,0.011134692000487117
skewMFCCS_19,0.010662442442863698
skewMFCCS_9,0.010032305277323293
distributionEnergy_3,0.009870236263753732
kurtMFCCS_5,0.00891591733391519
medianMFCCS_1,0.008725765943339337
skewMFCCS_12,0.008713159297641226
skewMFCCS_10,0.008709921595811639
stdMFCCS_16,0.008558393890477882
stdMFCCS_11,0.008405740790436635
meanMFCCS_6,0.008188896279535588
meanDerivative,0.008087863925659551
meanNegativeDerivative,0.008014101280142271
stdMFCCS_7,0.007847740638093768
skewMFCCS_2,0.007720235286865459
energyWavelet_2,0.007544548600757177
medianMFCCS_10,0.007509993536323572
medianMFCCS_3,0.007275388154625992
medianMFCCS_7,0.007242965902501742
kurtMFCCS_4,0.00715942815742462
medianMFCCS_6,0.007137339223425921
medianMFCCS_4,0.007128603268212625
stdMFCCS_14,0.007065118248992126
stdMFCCS_13,0.006858662213734967
meanMFCCS_9,0.006759149952559734
medianMFCCS_0,0.006713499691273597
kurtMFCCS_15,0.006703576173859079
peaksCount,0.0066472809144662035
skewMFCCS_13,0.006533382083412824
medianMFCCS_9,0.006513912347739689
meanMFCCS_7,0.00646152779150277
meanMFCCS_19,0.006376576650209731
medianMFCCS_12,0.006221041563153174
skewMFCCS_0,0.0061378387154236245
meanMFCCS_14,0.005967572628441351
meanPeakAmplitude,0.005937595283647703
energyWavelet_0,0.005817093677256937
kurtMFCCS_2,0.005723377778727932
skewMFCCS_4,0.005722089297435793
skewMFCCS_15,0.005464899755567504
kurtMFCCS_19,0.005382288446415386
skewMFCCS_11,0.005262079049785429
stdMFCCS_1,0.005258722631272899
meanMFCCS_15,0.005226435034731647
kurtMFCCS_3,0.005214194796276916
meanMFCCS_17,0.005085482730841611
energyWavelet_3,0.00497121444805168
varSpectralPower,0.0048958384219353005
meanRiseTime,0.004595312585266886
sma,0.004579000415400725
distributionEnergy_2,0.004475575546464581
skewMFCCS_7,0.004364717272094472
kurtMFCCS_11,0.00425786577823328
medianMFCCS_13,0.004066700511739817
meanMFCCS_4,0.003942760453034483
meanEda,0.003915299971562969
entropyWavelet_3,0.003770344563323182
kurtMFCCS_1,0.0037089820688264207
meanMFCCS_0,0.003675449763660939
meanMFCCS_13,0.0036491367338007136
sumPeakAmplitude,0.003558378437703008
stdMFCCS_0,0.0035250585322928614
skewMFCCS_18,0.0035076769169923544
medianMFCCS_19,0.003469580826641694
kurtMFCCS_9,0.0034142101907599343
skewMFCCS_6,0.003301972111783724
meanMFCCS_12,0.003278467308296949
medianMFCCS_16,0.0032276275798872526
meanMFCCS_2,0.0032237787671302144
mobility,0.003219605267523989
medianMFCCS_5,0.0031779297980353938
energyWavelet_1,0.0031692604798554598
medianMFCCS_2,0.003092284499430646
kurtMFCCS_16,0.003081514258005926
kurtMFCCS_8,0.0030527910527039567
kurtMFCCS_14,0.0030301671006158627
meanMFCCS_18,0.0030283540113591584
entropyWavelet_1,0.0030179919361713425
kurtMFCCS_13,0.002993966120932209
complexity,0.002991837227544917
kurtMFCCS_7,0.0029636197550585858
stdMFCCS_2,0.002838979296763191
stdMFCCS_19,0.002715857005378815
stdMFCCS_5,0.0022518282891966436
medianMFCCS_15,0.0022184486679223737
totalEnergyWavelet,0.002188364758639729
medianMFCCS_14,0.002146920507434007
stdMFCCS_4,0.0021250937075205966
energy,0.002121453009318756
skewMFCCS_17,0.0020302240587938844
stdMFCCS_18,0.001995290310669418
stdMFCCS_6,0.0017767176020680108
meanMFCCS_10,0.001697571816354806
skewMFCCS_1,0.0015445450559197372
medianMFCCS_11,0.0014550305982027791
kurtMFCCS_0,0.0014282419401910912
meanMFCCS_3,0.0014271493232153334
meanMFCCS_16,0.0012410510131323751
stdMFCCS_12,0.0010639175782889082
medianMFCCS_17,0.0010262842153175903
medianMFCCS_18,0.0008307078991426848
medianMFCCS_8,0.000821191166507694
meanMFCCS_5,0.0006397054234537718
meanMFCCS_11,0.00029232385591648085
meanMFCCS_8,0.0001601651877894921
