patient,rmse,mav,var,energy,mnf,mdf,zc,fr,mav_arr_0,mav_arr_1,mav_arr_2,mav_arr_3,std_0,std_1,std_2,std_3
2.0,0.7190700511060804,0.4700895059026913,0.5170789743635132,15511.852151931032,207.84429371166965,422.06666666666666,10472.0,1.6005984755400287,0.13164562439760924,0.8094124161146844,0.6385627375357639,0.26702515622404777,0.2288819960572505,1.5084402700044715,1.1710211620870123,0.4564505209850839
2.0,0.5483049726109468,0.40743230526774615,0.3006483646020445,9019.150289696734,202.63046636325728,426.6333333333333,10091.0,1.687565707450993,0.12671253444306266,0.7203090684716065,0.5525791784642864,0.21552991311827316,0.21047404032803949,1.2289120151695168,0.9275941536914993,0.35191575349793913
2.0,0.44576487863364983,0.3145961902494037,0.19871295078829881,5961.189810698176,202.44215024736246,428.09999999999997,10384.0,1.6933708436872104,0.09438624046273121,0.5490879202936929,0.4286242162412537,0.16858403846332137,0.16298943232880228,0.9667699191329697,0.7421302296530826,0.27789697113563444
2.0,0.36259346906106865,0.2606452637361487,0.13147840641928743,3944.2207141722038,210.6563279150124,419.9,10689.0,1.5986863666627045,0.07361177743671825,0.42866784216474024,0.3622785775903452,0.15115306381604798,0.12554324359202162,0.753997125853562,0.620601640271799,0.2489721522956618
2.0,0.2793923615292282,0.20726199912750146,0.07806269377067131,2341.8027504263687,225.06655869823672,405.8,11641.0,1.4243038077766352,0.05365095861251031,0.2983158705065778,0.29044122041993775,0.1401656835275041,0.09061023886999116,0.5243166234707938,0.4873488116358534,0.22756923471215165
2.0,0.23487622543872844,0.174018212286168,0.05516868023235213,1655.0052382903314,230.04110416792355,401.2,12206.0,1.3771349900144165,0.04084218217160579,0.23853231889058496,0.24226537306959728,0.12569725814905428,0.07025967973744356,0.4334650571266902,0.40456159159497523,0.20502347003210958
2.0,0.2818257330186222,0.19547308826595644,0.07942839140453052,2382.772313744511,227.56667777564357,404.56666666666666,12532.0,1.4507420982705719,0.05033973695375741,0.2584540435859921,0.27583858788240123,0.1412260327466816,0.09104180895516269,0.4791645848346436,0.49072481570328086,0.23483373489820403
2.0,0.30633140327822367,0.20889690914389414,0.09384205670296246,2815.167859032171,228.13591658470702,400.0,12816.0,1.4221297704442695,0.05934209774875898,0.2822951587054456,0.28806657822505244,0.1541797919774171,0.11615877669634365,0.5313698542058657,0.5174424870199636,0.25882631730454075
2.0,0.2159319030518199,0.14599475100306558,0.04662814102694811,1398.7976026674162,243.27194164317066,391.0,14386.0,1.2905436876896812,0.028806778943652883,0.15130800403206585,0.19369768628428902,0.12872795153687155,0.053209295577547076,0.3204248133521287,0.35519006092797595,0.21196543087423808
2.0,0.4841332779424384,0.37291365247231123,0.23439284390608717,7031.550924338709,225.56939312179406,410.9,11343.0,1.5472223039975312,0.10920088565059008,0.6022118301252402,0.5086453400035174,0.23920885449742502,0.1769245783543583,1.0166861725272816,0.8338805516275768,0.38322330697356666
