,importance
meanNegativeDerivative,0.19213004510757042
stdMFCCS_9,0.11337101058196407
skewMFCCS_15,0.055288136684396826
medianMFCCS_3,0.04378818045838046
meanMFCCS_3,0.03165554452197091
stdMFCCS_3,0.025780472218814795
kurtMFCCS_12,0.025264984580244624
skewMFCCS_7,0.020717617813563235
kurtMFCCS_18,0.018396859268634356
stdMFCCS_15,0.01834578063801997
sumPeakAmplitude,0.016740552119811875
stdMFCCS_18,0.016392822283870363
stdMFCCS_11,0.014789781690343486
stdMFCCS_8,0.01422744360538671
kurtMFCCS_7,0.012597631601391027
stdMFCCS_17,0.012595049267726506
medianMFCCS_0,0.011484564510075634
medianMFCCS_18,0.011235376245064077
varSpectralPower,0.010975772559620775
stdMFCCS_13,0.010884363950149797
medianMFCCS_11,0.010882365645310036
medianMFCCS_2,0.010286989607671267
meanMFCCS_11,0.009941130883103158
kurtMFCCS_6,0.009742588955509371
stdMFCCS_2,0.008752948215155026
skewMFCCS_6,0.00840290930422678
skewMFCCS_5,0.007916669651004522
meanMFCCS_18,0.006992731728014089
kurtMFCCS_8,0.006360495659444458
complexity,0.006320772657156285
kurtMFCCS_2,0.006252071918825826
stdMFCCS_14,0.006180062665677766
sma,0.006101752199445483
kurtMFCCS_5,0.005811531946739987
kurtMFCCS_4,0.005651281588580109
meanMFCCS_13,0.005510166968344302
kurtMFCCS_15,0.005422150865662949
meanDerivative,0.005263147427807791
medianMFCCS_8,0.0049672556567548175
peaksCount,0.004863458541609263
meanRiseTime,0.00454930606368598
kurtMFCCS_9,0.004464765564339366
distributionEnergy_2,0.004417521813826858
meanMFCCS_8,0.004369841773397012
skewMFCCS_18,0.004331231085222325
kurtMFCCS_16,0.004315892953185122
stdMFCCS_0,0.004273655639978884
skewMFCCS_9,0.004265885274819387
sumRiseTime,0.004200653499279612
stdMFCCS_4,0.0039973542967517185
stdMFCCS_5,0.003921734228375752
skewMFCCS_3,0.0038327710554090654
skewEda,0.003732178039969937
skewMFCCS_13,0.0032698386974622127
skewMFCCS_16,0.0032328521975125684
skewMFCCS_17,0.0032327738150889403
meanMFCCS_2,0.0032244950038741492
kurtEda,0.00314116096343271
stdMFCCS_19,0.0030977145718826156
meanMFCCS_14,0.002991520995275018
stdMFCCS_7,0.002967101131188656
meanMFCCS_16,0.0029221086075982136
skewMFCCS_10,0.002806357699156732
stdMFCCS_12,0.0028004205871103704
meanMFCCS_10,0.0027698510233457856
skewMFCCS_8,0.002725281945461455
medianMFCCS_13,0.002710757860403351
kurtMFCCS_19,0.002706178954595989
skewMFCCS_12,0.0027019511547755224
stdMFCCS_10,0.0026678202840577595
meanMFCCS_7,0.002557103493803433
kurtMFCCS_13,0.0024749199287202586
stdMFCCS_1,0.0024427773311488554
mobility,0.0024398487875734324
kurtMFCCS_11,0.0024321991013585694
kurtMFCCS_1,0.0023954606834250365
stdMFCCS_16,0.002390941168827018
totalEnergyWavelet,0.0022916458335618148
meanPeakAmplitude,0.0022788435206019158
meanMFCCS_12,0.0020542227215165016
medianMFCCS_14,0.002047775186908419
distributionEnergy_3,0.0019919323185074796
entropyWavelet_1,0.001951452227906345
medianMFCCS_16,0.0019228472878098845
meanMFCCS_9,0.0018155748860189684
energyWavelet_1,0.0018113818224683915
energyWavelet_3,0.0018049971332953075
kurtMFCCS_0,0.0017251456240921308
skewMFCCS_2,0.0016652604411872217
activity,0.0016651166743286087
meanMFCCS_19,0.0014946683600542937
kurtMFCCS_10,0.0014918143564883776
meanMFCCS_17,0.001474694613019861
meanEda,0.0014599344755051949
distributionEnergy_0,0.001421491543528188
medianMFCCS_10,0.0013989218922522808
stdEda,0.0013675461976822012
skewMFCCS_19,0.0013230812585740329
entropyWavelet_0,0.001296686262433056
meanMFCCS_0,0.001217752439952792
medianMFCCS_1,0.0012056640465050487
skewMFCCS_11,0.001109535137117045
medianMFCCS_4,0.0010755438559374103
stdMFCCS_6,0.0010705504470335978
energy,0.001032978877611824
skewMFCCS_4,0.0010274363915359047
meanMFCCS_4,0.0009810882919028586
skewMFCCS_14,0.0009767568151001053
skewMFCCS_0,0.000971973476699612
entropyWavelet_2,0.0009642669774129869
meanMFCCS_15,0.0009438679563316054
meanMFCCS_1,0.0009059907800062942
medianMFCCS_15,0.0008864539454297504
meanMFCCS_5,0.0008413148331043508
kurtMFCCS_14,0.0007489291238222817
meanMFCCS_6,0.0006261427780273525
energyWavelet_2,0.000623026714498585
medianMFCCS_19,0.0005196536958510026
distributionEnergy_1,0.0004936385509656644
kurtMFCCS_17,0.0004284698561134023
skewMFCCS_1,0.00042738970588236213
medianMFCCS_12,0.0004269513008672531
kurtMFCCS_3,0.00038904899135447336
entropyWavelet_3,0.0003806879569889384
energyWavelet_0,0.0003612007369274832
medianMFCCS_9,0.00035358941421535637
medianMFCCS_17,0.000353124954636573
medianMFCCS_7,0.00033210491022464615
medianMFCCS_6,0.00029633619580201557
medianMFCCS_5,0.0002147971360381776
