,importance
VLF_Peak,0.0
LF_Peak,0.0
HF_Peak,0.0
mav_arr_0,4.976981460743846e-05
medianMFCCS_4,9.375915616759663e-05
mav_arr_2,0.00013242151660470416
sma,0.00014536146155539454
stdMFCCS_4,0.00014729986695761427
mav_arr_1,0.00015645416511354617
HRV_MadNN,0.00021866885335520555
meanMFCCS_14,0.00022357750192056618
medianMFCCS_14,0.00022846672874958187
kurtMFCCS_15,0.00024252948647993604
medianMFCCS_2,0.000272989237014357
std_2,0.00027746119422829963
kurtMFCCS_9,0.00029305354558610276
HF_Rel,0.0002998827544474882
rmse,0.0003172833674035777
medianMFCCS_15,0.0003230247719074729
activity,0.00032560803467144244
meanMFCCS_15,0.000331897930118782
meanMFCCS_17,0.00035558313541098773
stdMFCCS_2,0.0003607064034005685
medianMFCCS_8,0.0003656188477597922
entropyWavelet_2,0.00040563043265944514
kurtMFCCS_17,0.00046647989982405354
kurtMFCCS_3,0.00048766321353047384
std_3,0.000489945609945595
complexity,0.0005144525783823424
medianMFCCS_7,0.0005572536055179906
LF_Rel,0.0006206955189573134
HRV_HTI,0.0006360370996573101
medianMFCCS_16,0.0006432302918730718
HRV_MedianNN,0.0006552913906919562
HRV_SDSD,0.0006591221691111318
meanMFCCS_4,0.0007338778671986079
meanMFCCS_8,0.0007538946314456407
kurtMFCCS_10,0.0008049048109659647
stdMFCCS_16,0.000807249014165031
VLF_Rel,0.0008151613732393265
meanMFCCS_16,0.0008256848089506632
mav,0.0008970593439258582
QR_Mean,0.0009869680550348451
kurtMFCCS_1,0.0010317311502610576
meanMFCCS_9,0.0010738940630960845
std_1,0.001091395326852653
skewMFCCS_16,0.0011158709813750385
LF_Norm,0.0011208875945792674
entropyWavelet_0,0.0011213628738386539
entropyWavelet_3,0.0011306076036307088
PP_Mean,0.0011959735767775087
fft_ratio,0.0012128660010575886
kurtMFCCS_14,0.0012185534301106154
var,0.0012491483825012124
kurtMFCCS_16,0.0012534714961850754
medianMFCCS_19,0.0012620641707431718
stdMFCCS_6,0.0012631807547431562
skewMFCCS_7,0.0013333979192948146
skewMFCCS_18,0.0013372261035628182
kurtEda,0.0014479229054716362
stdMFCCS_8,0.001449521018530109
std_0,0.0014983126898292015
energy,0.001545435193440437
medianMFCCS_10,0.0015494526078578047
SS_Mean,0.001576467818971891
energyWavelet_0,0.0015849987684091308
HRV_MinNN,0.001596673009159015
kurtMFCCS_8,0.0015975958416760295
zc,0.0016215733557340343
medianMFCCS_17,0.0016396106324672837
mav_arr_3,0.0017014408758775918
stdMFCCS_3,0.0017838012528311534
skewMFCCS_11,0.0018044873378210869
skewMFCCS_14,0.001825173905213936
stdMFCCS_17,0.0018289115011945745
medianMFCCS_13,0.0018686760171440291
energy,0.001895211963941186
kurtMFCCS_13,0.001991490154943539
HRV_TINN,0.00204024446514276
meanMFCCS_19,0.0020488204506755696
meanNegativeDerivative,0.0021057777734694695
skewMFCCS_17,0.00214599048004316
kurtMFCCS_2,0.00214853225146953
skewMFCCS_6,0.0022495665651738063
stdMFCCS_0,0.002259539078337213
HF_Norm,0.002299174521000731
HRV_CVSD,0.002373136763489916
medianMFCCS_3,0.0023798204060343333
meanMFCCS_10,0.002383671186342611
stdMFCCS_15,0.0024187361380471005
skewMFCCS_3,0.002450100425475493
HRV_MaxNN,0.0024594701761639004
medianMFCCS_9,0.0024673705837882616
fr,0.002564055409566021
distributionEnergy_3,0.0028179927239078708
HRV_MeanNN,0.0028286893373236344
meanDerivative,0.002832782467757357
meanMFCCS_2,0.0028414149417219582
skewMFCCS_2,0.002898989778753828
meanRiseTime,0.002903568827243352
skewMFCCS_19,0.0029144714648764196
kurtMFCCS_12,0.002924051748034519
medianMFCCS_18,0.002952563219165591
skewMFCCS_4,0.002959672758980439
mobility,0.002991012145326648
medianMFCCS_1,0.0031223143150653425
medianMFCCS_5,0.0031390654837201238
fft_total,0.003146797684526133
skewMFCCS_8,0.0031616729209054833
kurtMFCCS_11,0.0032178791492587615
skewMFCCS_13,0.0032426347913150897
meanMFCCS_3,0.003300393353903428
QQ_Mean,0.0033088873938106316
kurtMFCCS_5,0.0033282972032046203
HR_Mean,0.0033285815972983433
kurtMFCCS_7,0.003330315402042528
HRV_SDNN,0.0034470675935041393
energyWavelet_3,0.0034508932644643853
totalEnergyWavelet,0.003504769951580326
skewEda,0.0036090583162621246
TR_Mean,0.0036769476721519485
kurtMFCCS_18,0.003689009959102648
HRV_Prc80NN,0.0037945587567226944
meanEda,0.00387522589408004
stdMFCCS_18,0.0038856478898651407
stdMFCCS_9,0.004072545629928167
skewMFCCS_9,0.004081953628333694
energyWavelet_2,0.004186516867238949
stdMFCCS_19,0.004428419015101304
stdMFCCS_7,0.00447690533756133
sumRiseTime,0.004548086826213429
meanMFCCS_18,0.004594803880077455
peaksCount,0.004608805342347399
stdMFCCS_12,0.004662449010652212
meanMFCCS_5,0.004985025897872765
kurtMFCCS_4,0.005148220161740141
skewMFCCS_15,0.005367046534790853
varSpectralPower,0.0054862525901235425
stdEda,0.005578281573311686
