,importance
mav_arr_0,0.0
meanMFCCS_4,0.0
HRV_SDNN,0.0
HRV_MeanNN,0.0
LF_Peak,0.0
HF_Peak,0.0
VLF_Peak,0.0
entropyWavelet_2,0.0
kurtMFCCS_8,0.0
totalEnergyWavelet,0.0
skewMFCCS_0,2.0536361439961417e-05
HRV_SDSD,2.4775923631858983e-05
TR_Mean,2.555046216277148e-05
LF_Norm,3.851109317702524e-05
meanMFCCS_9,4.8695195526732114e-05
HRV_CVNN,5.1011659807956023e-05
HRV_MadNN,6.349700412419498e-05
medianMFCCS_3,7.15163846900456e-05
medianMFCCS_15,8.381278480723172e-05
skewMFCCS_3,8.42028297575605e-05
meanMFCCS_17,8.760522893710931e-05
stdMFCCS_0,8.914719441186985e-05
meanMFCCS_6,9.217472678961774e-05
kurtMFCCS_6,9.689050714544309e-05
QQ_Mean,9.74910394265238e-05
SS_Mean,9.953161592505898e-05
LF_Rel,0.00010875746374751186
medianMFCCS_1,0.00010963886279028188
skewMFCCS_17,0.0001176633444075276
var,0.00013596954282241573
kurtMFCCS_9,0.00015244043699255604
PP_Mean,0.00015542200971559224
HRV_IQRNN,0.00016364642745409324
meanMFCCS_19,0.0001751674394641934
stdMFCCS_2,0.00021789052069426753
HRV_Prc80NN,0.00023193345310521565
fft_ratio,0.00024317304340111502
mav_arr_3,0.0002486016886148125
HR_Mean,0.0002505810375229717
medianMFCCS_10,0.00025384200679451065
PR_Mean,0.0002780871861855991
mobility,0.0002845053923421325
kurtMFCCS_11,0.00028799460336047976
medianMFCCS_17,0.00029362862461029663
rmse,0.00029383804338432477
HRV_CVSD,0.0003298551227837387
skewMFCCS_13,0.00034046723111656215
meanMFCCS_3,0.0003711382227600321
skewMFCCS_5,0.00037602112739109364
meanMFCCS_1,0.0003789593445365153
HF_Rel,0.00039420521914265027
HRV_MaxNN,0.0004042214098257722
HRV_RMSSD,0.0004101662398386282
HRV_MedianNN,0.0004218904231681034
HRV_Prc20NN,0.00043514805406763584
kurtMFCCS_3,0.0004540461611176747
fr,0.00046385806108339213
stdMFCCS_14,0.00046398571683464154
kurtMFCCS_19,0.00046610819911735305
skewMFCCS_10,0.00047644000169870304
HRV_pNN50,0.0005017838606224377
skewMFCCS_16,0.0005087371222550464
stdMFCCS_4,0.0005124371859562106
medianMFCCS_9,0.000528912458204694
medianMFCCS_4,0.0005300960539652551
mav_arr_2,0.0005415217774673078
sumRiseTime,0.0005748890960062734
skewMFCCS_7,0.0006013422409278342
stdMFCCS_8,0.0006203894298186294
meanMFCCS_10,0.0006330722152416965
RS_Mean,0.000739609537748933
QR_Mean,0.0007464095406926876
meanMFCCS_5,0.0007909322888849299
TT_Mean,0.0008095553099604969
skewMFCCS_14,0.0008211348763727295
kurtMFCCS_1,0.0008292451007006345
skewMFCCS_11,0.0008556506753943371
stdMFCCS_12,0.0008626175456120113
stdMFCCS_18,0.0008789512656717127
fft_total,0.0009022289140438389
peaksCount,0.000903393484458308
kurtMFCCS_0,0.0009364226877479789
stdMFCCS_13,0.0009428731114685383
distributionEnergy_2,0.0009586272772702164
medianMFCCS_5,0.000998847894151267
meanMFCCS_15,0.0011228052598099537
HRV_MinNN,0.0012002472544806475
meanMFCCS_8,0.00127393500305261
distributionEnergy_0,0.001279920883121419
VLF_Rel,0.0012954356356453015
skewMFCCS_4,0.001299775017731566
meanMFCCS_11,0.0013569548181860225
varSpectralPower,0.001368571040848156
kurtMFCCS_15,0.0013954875322849467
stdMFCCS_3,0.0014034473220536506
stdMFCCS_9,0.0014052628589618275
