patient,rmse,mav,var,energy,mnf,mdf,zc,fr,mav_arr_0,mav_arr_1,mav_arr_2,mav_arr_3,std_0,std_1,std_2,std_3
10.0,0.31504404952582626,0.20676455802867605,0.0992560616770205,2977.5825942489378,213.84031345458592,416.9,11587.0,1.5743817092906363,0.061212988823575766,0.2861833335496325,0.3062718906185422,0.13154452213593146,0.10975820351592147,0.5181079727564425,0.5601356701777783,0.23315481150555403
10.0,0.3452771491033399,0.24930429008026075,0.11922028370238676,3576.4892907879002,211.0391571282906,418.3333333333333,10338.0,1.5825958932304058,0.08375712984453497,0.367558184800276,0.3769003225949234,0.14454614608348906,0.1399190941313423,0.6058629641902761,0.6494926489191803,0.2485351330575561
10.0,0.3499344569947313,0.25283740081589307,0.12245820613240187,3673.6237257659236,209.94605823703282,419.3,10233.0,1.5997576112809888,0.08701721608655313,0.370129822802982,0.3844159930660207,0.1458926313697728,0.14256352808974967,0.6092995540926077,0.657577484542144,0.2512173701524363
10.0,0.36310456704565763,0.26413782376504386,0.1318493215868007,3955.3477982824343,208.75142294912538,420.09999999999997,10178.0,1.6036529494780682,0.08903991871781859,0.3951822955854415,0.40190112794412086,0.14947145304143605,0.14706420633262543,0.6571930443101824,0.687159646921882,0.25653181839581235
10.0,0.3593938113293737,0.26210657002437904,0.12916821722909444,3874.917348655604,209.7671388923617,420.09999999999997,10170.0,1.6061228030808745,0.08751232096173,0.38918158338727654,0.3958472742564023,0.15055142716117245,0.1441466826131366,0.6333477772580319,0.6711991192058254,0.2583237755082978
10.0,0.32848284181678067,0.23227733611626253,0.10790457418716773,3237.0293210408445,211.4177100971735,418.8666666666667,10555.0,1.5906201625765308,0.0781860409714959,0.34521750171121307,0.3500111515967958,0.13545011828515044,0.1303838042740221,0.5834510492584418,0.6082862521635561,0.23402707523984967
10.0,0.3362420075598034,0.22575948194603462,0.11306245639639342,3391.7606294354064,213.85641626794154,416.5,11107.0,1.6026863191359424,0.07585754259315972,0.3422235110079803,0.33292926089165914,0.13868170849202177,0.13358449372298725,0.601306183145615,0.5978138418103635,0.24390178120805836
10.0,0.5064979038803827,0.35704178663972047,0.25654867825783007,7696.203799056643,239.60883733577984,392.1333333333333,16658.0,1.3351184313977118,0.10042574565539539,0.4164496964078071,0.4195307262542229,0.3190773039074352,0.19928127716123545,0.8125364617456466,0.7988195335713005,0.5079364976404731
10.0,0.380243180428402,0.2913529615695438,0.1445896959188369,4337.546287869189,254.1239019972667,386.76666666666665,16622.0,1.10165248208237,0.06943887453572269,0.2989360574377933,0.33537525341348234,0.284588399924208,0.12535996755249038,0.5508321353946216,0.5908614392690265,0.4442401428206926
10.0,0.428884827354793,0.3265008415840159,0.18394832674604214,5518.265854054518,255.72576131147204,383.43333333333334,16490.0,1.158370878443685,0.09075638422515767,0.41349125381253354,0.37015057033989623,0.31200279593656993,0.1550869438524731,0.7112330053684642,0.6497894360835729,0.4852768205838351
10.0,0.43638300716826295,0.333014421942039,0.19043647682777715,5712.903868356487,250.28480719517233,385.3333333333333,15819.0,1.159812530498818,0.09608268458254911,0.4515723923933217,0.37538116550429274,0.3108639700322095,0.16433573305886867,0.757488096755614,0.6549836601244344,0.4827116170857058
10.0,0.4189365867245574,0.3197587524287945,0.17551371415356104,5265.235910892678,259.48892489398906,381.5333333333333,17024.0,1.1460255773184587,0.08619800256293944,0.40608845360821555,0.34594799852239605,0.31399723046252787,0.1493868004737319,0.6929206194424813,0.6145536297142197,0.4869809057786315
10.0,0.4279826563745316,0.3263971408291026,0.18317525999940037,5495.074624722011,252.26674131335713,384.3,16128.0,1.161155768332107,0.09160887993657257,0.4152304109963442,0.3758359044050734,0.3058656917578923,0.15771803334031856,0.7156347616906055,0.6604230668445872,0.4754300151309929
