ID,AvgStress
1.0,15.74074074074074
2.0,9.205882352941176
3.0,7.676470588235294
4.0,7.676470588235294
5.0,6.911764705882353
6.0,7.909090909090909
7.0,7.764705882352941
8.0,8.735294117647058
9.0,8.470588235294118
10.0,9.272727272727273
11.0,9.272727272727273
