,Importance
std_3,0.18137279
mdf,0.10274336
std_2,0.09947364
zc,0.086398154
fr,0.08041277
std_1,0.075146504
mav_arr_2,0.064632796
mav,0.06430972
mav_arr_0,0.050975762
mav_arr_1,0.042400427
mnf,0.041972406
mav_arr_3,0.041623816
std_0,0.037393086
rmse,0.031144744
var,0.0
energy,0.0
